Manuscript,Canonical Story ID,Recension ID,Canonical Story Title,Folio Start,Scan Start,Column Start,Line Start,Body of Story Start,Folio End,Scan End,Column End,Line End,Miracle Number,Incipit,Confidence Score,Incipit Full,Story Word Variation,Stanza,Story Incomplete,Blank TM folios,Number of Paintings,Painting Note,Notes,Exclude from ITool,Ethiopic Story Number,Miracles Sequence Number,Canonical Incipit,"Macomber Ms, non-Macomber Record",Paintings Folios,Story Paintings,Best Incipit Tool Match,Nonunique Incipit,Folio Start Number,Folio Start Letter,"English Translation for TGS 1994, Title for TGS 1996",Princeton Catalog Folios,Princeton Catalog Titles / TGS Titles,Manuscript Date Range Start        ,Manuscript Date Range End        ,Date Range Mean,Story Earliest Date Range Mean,Earliest Attestation Ms Name,Earliest Attestation All Mss Names,Incipit Typed,ID Ready,Record Excluded from ITool,Incipit is in the ITool,Incipit if marked Canonical,Canonical Incipit(s) for this ID,(Original column) Exclude from ITool,Same Story Theme?,Story Theme,Rowan Williams translation,Manuscript 2,ID count in a manuscript,Total Manuscripts
B-Dublin (CBL) 914,140,EMML (HMML) 3872,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,26v,,1,,,26v,,2,,27,,High,,,Yes,FALSE,,1,27r,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1375,,H-Berlin (BS) 42,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,142,EMML (HMML) 3872,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",27v,,1,,,27v,,2,,28,,High,,,Yes,FALSE,,1,28r,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1334,,V-Ar-Paris (BNF) 69,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,7,EMML (HMML) 2378,Dabra Qaləmon miracles: The monk of Dabra Qaləmon who humbly pretends not to fast and is saved from his brothers by Mary.,28v,,1,,,29r,,1,,29,,High,,,Yes,FALSE,,2,"29r, 29v",,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1451,,BOr (BL) 650,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,125,,The story of the cannibal from Qemer.,30r,,1,,,30v,,2,,30,,High,,,Yes,FALSE,,2,"31r, 31v",,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1375,,H-Berlin (BS) 42,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,415,,The thief who was caught stealing from the church of Saint Mary and was released by his captors when he prayed to her.,32r,,1,,,32r,,2,,31,,High,,,Yes,FALSE,,1,32v,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1450,,"Davies (HMML) Marara, BOr (BL) 652",0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,148,,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel) and gave birth,58r,,1,,,58r,,2,,32,,High,,,Yes,FALSE,,1,58v,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1400,,EMML (HMML) 9002,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,236,,"Mary, life of cycle: Saint Mary gives a thirsty dog water to drink from her shoe.",59r,,1,,,59r,,2,,33,,High,,,Yes,FALSE,,2,"59v, 60r",,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1450,,EMML (HMML) 1692,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,207,,The monk who saved the church of Saint Mary in Atrib by his prayers when its destruction had been ordered by the Caliph.,60v,,1,,,68v,,1,,34,,High,,,Yes,FALSE,69r,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1486,,V-Ar-Paris (BNF) 155,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
B-Dublin (CBL) 914,14,,The composition of the Ethiopian praise hymn Wǝddāse Maryam by Ephraim the Syrian Potter,69v,,1,,,71v,,1,,35,,High,,,Yes,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1451,,BOr (BL) 650,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,311,,A stream runs uphill after his neighbor had diverted it.,71v,,2,,,72r,,1,,36,,High,,,No,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1450,,"EMML (HMML) 8739, Davies (HMML) Marara, BOr (BL) 652",0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,170,,Saint Mary saves from a lion and a dog a pious monk who had drunk too much wine.,72r,,1,,,72v,,2,,37,,High,,,No,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1289,,V-Ar-Paris (BNF) 177,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,139,EMML (HMML) 3872,The repentant knight who could pray only the Hail Mary.,72v,,2,,,73v,,2,,38,,High,,,Yes,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1334,,V-Ar-Paris (BNF) 69,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,88,,A Roman official is prevented from approaching the Holy Sepulcher of Christ (not to be confused with 74).,73v,,2,,,74v,,1,,39,,High,,,No,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1518,,C-Veroli (BGV) 1,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,141-A,,The bishop Philotheus from Nubia for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago (whole or opening),74v,,1,,,75r,,2,,40,,High,,,No,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1334,,V-Ar-Paris (BNF) 69,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,40,,Holy Family journey cycle: The child Jesus causes a miraculous spring at Mehzab in Egypt,75r,,2,,,75v,,2,,41,,High,,,No,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1487,,C-Leningrad (RAN) 1,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,378,,Saint Mary appears to Yohannes Kama and he and his wife perserved their virginity throughout their lives,75v,,2,,,76v,,2,,42,,High,,,No,FALSE,,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1450,,BOr (BL) 652,0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,1
B-Dublin (CBL) 914,470,,"Mary, Dormition/Assumption of: Saint Mary receives the Pact of Mercy (kidan mehret) (Synaxary entry for the 16th of Yakkatit). (470, 553, 632 similar)",76v,,2,,,78v,,2,,43,,High,,,Yes,FALSE,79v,0,,,FALSE,,,FALSE,FALSE,,,,FALSE,,,,,,1769,1777,1773,1650,,"Z-Paris (BNF) 60, EMML (HMML) 2378, Davies (HMML) Dabra Warq, C-Dublin (CBL) 950, B-Oslo (SCOL) 248",0,1,FALSE,0,,,FALSE,FALSE,,FALSE,B-Dublin (CBL) 914,1,2
