Manuscript,Canonical Story ID,ID Number,ID Letter,Recension ID,Incipit,Canonical Incipit
EMML (HMML) 3872,246,246,,,ዘከመ፡ አውፅአት፡ ነፍሳተ፡ እለ፡ እምውስተ፡ ደይን። ጸሎታ፡…. እፈቅድኬ፡ ዮም፡ ከመ፡ ትፈጽም፡ ሊተ፡ ኀሢሦትየ፡ ወታዕርግ፡ ኵሎ፡ ነፍሳተ፡ ዘውስተ፡ ኵነኔ,TRUE
EMML (HMML) 3872,247,247,,,ዘከመ፡ ርእያ፡ ዮሐንስ፡ ወልደ፡ ነጕድጓድ፡ በዕለተ፡ ፍልሰታ፡ በከመ፡ ተስእለ፡ በእንቲአሃ። ጸሎታ፡…. ወአንሰ፡ እቤ፡ ኦእግዚእየ፡ ውስተ፡ አይኑ፡ መካናት፡ ሀለወት፡ ወላዲትከ፡ ድንግል,TRUE
EMML (HMML) 2060,248,248,,EMML (HMML) 2060,አመ፡ ፲ወ፮፡ ለነሐሴ፡ አመ፡ ፍልሰተ፡ ሥጋሃ፡ ለእግዝእትነ፡ ማርያም፡ ሠምረ፡ ፍቁር፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ፡ ይሣሃሎሙ፡ ለእለ፡ ውስተ፡ ሲኦል፡ በትንብል፡ ለእሙ,TRUE
EMML (HMML) 3872,248,248,,EMML (HMML) 3872,ዘከመ፡ ተክህነ፡ እግዚእነ፡ በዕለተ፡ ፍልሰታ፡ ለወላዲቱ፡ ዘከመ፡ አቅረቦሙ፡ ለአርድእቱ፡ ወለኵሉ፡ ጉባኤ። ጸሎታ፡…. ወእምድኅረ፡ ዝንቱ፡ ኮነ፡ እግዚእነ፡ ክርስቶስ፡ ካህነ፡ ለሥጋ፡ ወላዲቱ፡ ቅድስት,TRUE
EMML (HMML) 3872,249,249,,,ዘከመ፡ ተስእለቶ፡ እግዝእትነ፡ ማርያም፡ ለወልዳ፡ ከመ፡ ይስብኩ፡ ፍልሰታ፡ ወዕርገታ። ጸሎታ፡…. በሊ፡ ለአርድእት፡ ከመ፡ በዝንቱ፡ ይስብኩ፡ ቍርባነ፡ ዘዮም,TRUE
EMML (HMML) 3872,250,250,,,ዘከመ፡ ሰአለቶ፡ ለወልዳ፡ ከመ፡ ያምጽኦ፡ ለዮሐንስ፡ ወትርአዮ። ጸሎታ፡…. ወጸለየት፡ እግዝእትነ፡ ማርያም፡ እንዘ፡ ትብል፡ ኦእግዚእየ፡ ወአምላኪየ፡ ኢየሱስ፡ ክርስቶስ፡ ዘኀረያ፡ ለአመቱ፡ ድሉተ፡ ለተስብኦቱ,TRUE
EMML (HMML) 3872,251,251,,,ዘከመ፡ ርእየ፡ ማኅደራ፡ ለእግዝእትነ፡ ማርያም፡ ዮሐንስ፡ ወልደ፡ ንጕድጓድ። ጸሎታ፡…. ወይቤለኒ፡ አቡየ፡ ዮሐንስ፡ ሊተ፡ ለአብሮኮሮስ፡ ወለመስተጋብኣን፡ ሰላም፡ ለክሙ። ወኢኃደገ፡ እንዘ፡ ይምዕዶሙ፡ ለጉቡኣን፡ እስከ፡ ጌሰም,TRUE
EMML (HMML) 3872,252,252,,,ዘከመ፡ አስተርአየ፡ ገብርኤል፡ መልአክ፡ ለእግዝእትነ፡ ማርያም። ጸሎታ፡…. ወትቤ፡ እግዝእትነ፡ ማርያም፡ እንዘ፡ ሀለወት፡ በቤተ፡ ልሔም፡ ኦእግዚእየ፡ ሊቅ፡ ኄር፡ ፈኑ፡ ወንሥአኒ፡ እምዝዓለም፡ ዘምሉእ፡ ሐዘናት፡ ወሁከታት,TRUE
EMML (HMML) 3872,253,253,,,ዘከመ፡ ዖርያ፡ አዕይንቲሆሙ፡ ለአይሁድ፡  ወተጸለታ። ጸሎታ፡…. ወሶበ፡ ርእዩ፡ ተአምራተ፡ ወመንክራተ፡ ዘይገብር፡ ክርስቶስ፡ በቤተ፡ ልሔም፡ በእንተ፡ እግዝእትነ፡ ወላዲተ፡ አምላክ፡ ወኵሎሙ፡ እለ፡ ቦሙ፡ ደዌ፡ ወሕማመ፡ ይመጽኡ፡ ኀበ፡ እግዝእትነ,TRUE
EMML (HMML) 3872,254,254,,,ዘከመ፡ አስተርአየቶሙ፡ እግዝእትነ፡ ማርያም፡ ለሐዋርያት፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ምስለ፡ ሚካኤል፡ ወገብርኤል። ጸሎታ፡…. ወናሁ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ አስተርአየ፡ ማእከሌነ፡ እንዘ፡ ይነብር፡ ዲበ፡ አክናፈ፡ ኪሩቤል,TRUE
EMML (HMML) 3872,255,255,,,ዘከመ፡ አስተርአየቶሙ፡ ማርያም፡ ለሐዋርያት። ጸሎታ፡…. ወእንዘ፡ ሐዋርያት፡ ይምሕርዎሙ፡ ለሰብአ፡ ሀገር፡ ወነዋ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ወረደ፡ እምሰማይ,TRUE
EMML (HMML) 3872,256,256,,,ዘከመ፡ አስተርአየቶ፡ ለባስልዮስ፡ ምስለ፡ ክልኤ፡ አዋልድ። ጸሎታ፡…. ወእንዘ፡ አነ፡ እነውም፡ ነጸርኩ፡ ራእየ፡ ወነዋ፡ እሬኢ፡ ብእሲተ፡ ወይእቲ፡ ታበርህ፡ ኵለንታሃ፡ ከመ፡ ፀሐይ,TRUE
EMML (HMML) 3872,257,257,,,ዘከመ፡ አስተርአየቶ፡ እግዝእትነ፡ ማርያም፡ ለባስልዮስ፡ ኤጲስ፡ ቆጶስ፡ ዘቂሳርያ፡ ወአእመረቶ፡ ሥዕለ፡ ዚአሃ። ጸሎታ፡…. ወሶበ፡ ተንሣእኩ፡ በጽባሕ፡ ለአኩ፡ ኀበ፡ ሠዓሊ፡ ወነሣእኩ፡ እምኔሁ፡ ሰሌዳ,TRUE
EMML (HMML) 3872,258,258,,,ዘከመ፡ አስተርአየቶ፡ ለባስልዮስ። አኮኑ፡ እንዘ፡ እነውም፡ አስተርአየኒ፡ ከመ፡ ቀዳሚ፡ ጊዜ፡ ወትቤለኒ፡ እፎ፡ አንተ፡ ጽሩዕ,TRUE
EMML (HMML) 3872,259,259,,,ዘከመ፡ አስተርአየቶ፡ ለባስልዮስ፡ ኤጲስ፡ ቆጶስ። ጸሎታ፡…. ወእንዘ፡ አነ፡ እቀውም፡ ወእጼሊ፡ ረከበኒ፡ ድቃስ፡ ንስቲት፡ ወርኢኩ፡ ከመ፡ ብእሲት፡ ብርህት,TRUE
EMML (HMML) 3872,260,260,,,ዘከመ፡ ውዕየ፡ እዴሃ፡ ለሰሎሜ፡ በገሲሰ፡ ሥጋሃ፡ ለማርያም፡ ወዘከመ፡ ሕይወ፡ በጸዊረ፡ ወልዳ። ጸሎታ፡…. ወእምዝ፡ አንሥአ፡ አዕይንቲሁ፡ ዮሴፍ፡ መንገለ፡ አድባር፡ ዘቤተ፡ ልሔም፡ ወናሁ፡ ርእየ፡ ብእሲተ፡ እንዘ፡ ትመጽእ,TRUE
EMML (HMML) 3872,261,261,,,ዘከመ፡ ዜነዋ፡ ዮሐንስ፡ ወልደ፡ ነጕድጓድ፡ እንዘ፡ ይኤምኅ፡ መግነዘ፡ እንተ፡ ላዕሌሃ። ጸሎታ፡…. አንሰ፡ ርኢክዎ፡ ለእግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ እንዘ፡ ይኤምኅ፡ ለመግነዝ፡ እንተ፡ ላዕሌሃ,TRUE
EMML (HMML) 3872,262,262,,,ዘከመ፡ መጽአት፡ ነፍሰ፡ ድንግል፡ በውስተ፡ ደብተራ፡ ብርሃን። ወካዕበ፡ አዘዘ፡ ውእተ፡ ደብተራ፡ ዐባየ፡ መጽአት፡ እምሰማይ፡ ወነፍሰ፡ ድንግል፡ ውስቴታ,TRUE
EMML (HMML) 3872,263,263,,,ዘከመ፡ ሰመየቶ፡ ለዮሐንስ፡ አፈ፡ ወርቅ፡ ቅድመ፡ እንበለ፡ ይሠመይ፡ ሊቀ፡ ጳጳሳት፡ እንዘ፡ ትብል፡ አፈ፡ ወርቅ፡ አመ፡ ሰዓመ፡ ኃፍረታ፡ ለብእሲት፡ በእንተ፡ ክብራ፡ ለእግዝእትነ፡ ማርያም። ወበአሐዱ፡ እምመዋዕል፡ ኮነ፡ ጉባኤ፡ ለመሃይምናን፡ ከመ፡ ይንሥኡ፡ ቍርባነ,TRUE
EMML (HMML) 3872,264,264,,,ዘከመ፡ ውኅጠተታ፡ ምድር፡ ለብእሲት፡ ሶበ፡ ተቀብአት፡ ቅብአ፡ ዘይት፡ ዘውሕዘ፡ እምነ፡ ሥዕላ፡ ለእግዝእትነ፡ ማርያም። ጸሎታ፡…. ወነዋ፡ ብእሲት፡ ቦአት፡ ዘባቲ፡ ውስተ፡ ሥጋሃ፡ ኀጢአት,TRUE
EMML (HMML) 3872,265,265,,,ዘከመ፡ ባልሐቶ፡ እምነ፡ መዋግደ፡ ባሕር፡ ለአባ፡ በርሱማ። ወኮነ፡ በአሐዱ፡ እምመዋዕል፡ ዓርገ፡ ቅዱስ፡ ማሪ፡ በርሱማ፡ ውስተ፡ ሐመር፡ ወይፈቅድ፡ ውእቱ፡ ሐዊረ፡ ምድረ፡ ቆጵሮስ,TRUE
EMML (HMML) 3872,266,266,,,ዘከመ፡ አስተርአየቶሙ፡ ለአርድእተ፡ አባ፡ በርሱማ፡ በአምሳለ፡ ርግብ፡ ጸዓዳ። ጸሎታ፡…. ወኮነ፡ ሶበ፡ አልጸቀ፡ ጊዜ፡ ጽባሕ፡ ወቆመ፡ ለጸሎት፡ ወጸለየ፡ ቅዱስ፡ ማሪ፡ በርሱማ,TRUE
EMML (HMML) 3872,267,267,,,ዘከመ፡ አስተርአየቶን፡ ለአጥራሲስ፡ ወለዮና፡ ሰማዕታት፡ ደናግል፡ ወዘከመ፡ ነሥአቶን፡ ወዘከመ፡ አቅረበቶን፡ ኀበ፡ ወልዳ፡ ወባረከ፡ ላዕሌሆን ። ጸሎታ፡…. ወዛቲ፡ አጥራሲስ፡ ወለቱ፡ ይእቲ፡ ለንጉሥ፡ እንድርያኖስ,TRUE
EMML (HMML) 3872,268,268,,,ዘከመ፡ አስተርአየቶ፡ ለሰረባሞን፡ ሰማዕት፡ ኤጲስ፡ ቆጶስ፡ ዘሀገረ፡ ነቂዮስ፡ እንዘ፡ ሀሎ፡ ንኡሰ፡ ክርስቲያን፡ እንዘ፡ ኢይጠመቅ፡ ወዘከመ፡ መርሐቶ፡ ኀበ፡ ጥምቀተ፡ ክርስትና። ጸሎታ፡…. ዝንቱ፡ ቅዱስ፡ ኮነ፡ እምዘመዱ፡ ለቅዱስ፡ እስጢፋኖስ,TRUE
EMML (HMML) 3872,269,269,,,ዘከመ፡ አስተርአየቶ፡ ለአባ፡ ሳሙኤል፡ ዘደብረ፡ ቀልሞን፡ አመ፡ ወሰድዎ፡ በርባር፡ ወተመይጠ። ጸሎታ፡…. ወእምዝ፡ ወሰድዎ፡ ሰብኣ፡ በርባር፡ ለአባ፡ ሳሙኤል፡ ዘቀልሞን፡ ኀበ፡ ሀገሮሙ,TRUE
EMML (HMML) 3872,270,270,,,ዘከመ፡ ወሀበቶ፡ ብብሰ፡ ክህነት፡ ለአባ፡ ኒቃላዎስ፡ ዘሀሎ፡ ባሕቱ፡ ውእቱ፡ ብእሲ። ወተንሥአ፡ ቅዱስ፡ ኒቃላዎስ፡ በሌሊት፡ ወነሥአ፡ ፻፡ ዲናረ፡ እምንዋየ፡ አቡሁ,TRUE
EMML (HMML) 3872,271,271,,,ዘከመ፡ አስተርአየቶ፡ ለጎርጎርዮስ፡ ኤጲስ፡ ቆጶስ፡ ዘደሰያት። ጸሎታ፡…. ዝንቱ፡ ብፁዕ፡ ጎርጎርዮስ፡ ዘተሠይመ፡ ኤጲስ፡ ቆጶስ፡ ላዕለ፡ ሀገረ፡ ደሴት,TRUE
EMML (HMML) 3872,272,272,,,ዘከመ፡ አስተርአየቶ፡ ለአባ፡ በብኑዳ፡ ቀሲስ፡ ርእሰ፡ ባሕታውያን። ጸሎታ፡…. ወበፈቃደ፡ እግዚአብሔር፡ መፍቀሬ፡ ሰብእ፡ በጽሐ፡ አባ፡ በብኑዳ፡ ኀበ፡ ሀገር፡ ወአንሶሰወ፡ ኀበ፡ መርህባ,TRUE
EMML (HMML) 3872,273,273,,,ዘከመ፡ ተናገረቶ፡ ወአስተርአየቶ፡ ለአባ፡ ሳሙኤል፡ ዘደብረ፡ ቀልሞን፡ ወዘከመ፡ አንሥአቶ፡ ለረድኡ፡ እንድርያስ። ጸሎታ፡…. ወሀለዉ፡ ክልኤቱ፡ አኃው፡ ኀበ፡ አባ፡ ሳሙኤል፡ ዘደብረ፡ ቀልሞን፡ ወስሙ፡ ለአሐዱ፡ ዮሐንስ፡ ወለካልኡ፡ እንድርያስ,TRUE
EMML (HMML) 3872,274,274,,,ዘከመ፡ አስተርአየቶ፡ ወአስተፍሥሐቶ፡ አመ፡ ዕለተ፡ ዕረፍቱ። ጸሎታ፡…. ወደወየ፡ አባ፡ ሳሙኤል፡ ወይቤልዎ፡ አእሩግ፡ ንግረነ፡ በዘነሐዩ,TRUE
EMML (HMML) 3872,275,275,,,ዘከመ፡ አስተርአየቶ፡ ለቴዎድሮስ፡ ምሥራቃዊ፡ ምስለ፡ ወልዳ፡ መድኃኔ፡ ዓለም። ወይመጽኡ፡ ኀቤሁ፡ መላእክት፡ በኵሉ፡ ጊዜ፡ ለቴዎድሮስ፡ ዘእምሠራዊት,TRUE
EMML (HMML) 3872,276,276,,,ስምዑ፡ አበውየ፡ ቅዱሳን፡ አኃው፡ ኄራን፡ እለ፡ ሀለውክሙ፡ በርትዕት፡ ሃይማኖት፡ በትምህርተ፡ ሐዋርያት፡ ንጹሓን፡ ነገረ፡ ተአምር፡ ዘእግዝእትነ፡ ማርያም፡ ዘከሠተት፡ ወበእንተ፡ እለ፡ ያስትቱ፡ ደብረ፡ ጽዮን፡ ወበእንተ፡ ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም። ወሀሎ፡ አሐዱ፡ ብእሲ፡ መነኮስ፡ ዘስሙ፡ ጊዮርጊስ፡ እምውሉደ፡ ዕልወ፡ ሃይማኖት፡ ወዘሚካኤል,TRUE
EMML (HMML) 3872,277,277,,,ዘአስተርአየቶ፡ ለአሐዱ፡ ብእሲ፡ ተአምሪሃ፡ ወመንክራቲሃ፡ ዘገብረት፡ ላዕለ፡ ካህን፡ መሐሊ፡ በሐሰት፡ አርአየቶ፡ እምቅዱሳን,TRUE
EMML (HMML) 3872,278,278,,,ወሀሎ፡ አሐዱ፡ አባስ፡ ዘይዜምር፡ ወትረ፡ በመዝሙረ፡ ዳዊት። ይቤ፡ ለሊሁ፡ እንዘ፡ እጼሊ፡ ጸሎተ፡ በውስተ፡ ጾማዕትየ፡ ርኢኩ፡ ራእየ፡ ግሩመ,TRUE
EMML (HMML) 3872,279,279,,,ተአምሪሃ፡ ለእግዝእትነ፡…. ዘገብረቶ፡ በምድረ፡ ዳሞት፡ ዘይሰመይ፡ አንስላል፡ ዘኢሰማዕነ፡ ወዘኢርኢነ፡ ወኢነገሩነ፡ አበዊነ፡ ዘኢተገብረ፡ በምልአ፡ ኢትዮጵያ፡ ከመ፡ አውደቀት፡ ኦመ፡ ዐቢየ,TRUE
EMML (HMML) 3872,280,280,,,ተአምረ፡ መስቀሉ፡ ለወልዳ፡ ዘገብሮ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ በእንተ፡ እሙ፡ ማርያም፡…. በእንተ፡ መስቀሉ። ወሀለወት፡ አሐቲ፡ ሀገር፡ ዐባይ፡ በብሔረ፡ ክርስቲያን፡ ወነገሥታቲሃ፡ ወጳጳሳቲሃ፡ ወኵሎሙ፡ እለ፡ ይነብሩ፡ ውስቴታ፡ ክርስቲያን፡ እሙንቱ፡ ወይገብሩ፡ በዓላቲሃ፡ ለእግዝእትነ፡ ማርያም,TRUE
EMML (HMML) 3872,281,281,,,ተአምሪሃ፡ ለእግዝእትነ፡…. በከመ፡ ተረክበ፡ በመጸሕፍተ፡ ስንክሳር፡ አመ፡ ፲ወ፮፡ ለነሐሴ። በዛቲ፡ ዕለት፡ ኮነት፡ ዕርገተ፡ ሥጋሃ፡ ለእግዝእትነ፡…. ኀበ፡ ሰማይ። እስመ፡ እምድኅረ፡ ዕረፍታ፡ ነበሩ፡ ሐዋርያት፡ እንዘ፡ የሐዝኑ,TRUE
EMML (HMML) 3872,282,282,,,ተአምሪሃ፡ ለእግዝእትነ፡…. ዘይትነበብ፡ አመ፡ ፳ወ፩፡ ለወርኃ፡ ጥር፡ ወአመ፡ ፲ወ፮፡ ለወርኃ፡ ነሐሴ። ይቤ፡ አሐዱ፡ ብእሲ፡ ሐለይኩ፡ ከመ፡ እትቀነይ፡ ማኅሌታ፡ ለማርያም፡…. በበዓለ፡ ፍልሰተ፡ ሥጋሃ፡ አመ፡ ፲ወ፮፡ ለነሐሴ፡ ወረከብኩ፡ በውስተ፡ መጽሐፈ፡ ፍልሰታ፡ ዘይብል፡ ገደፉ፡ ሐዋርያት፡ በድና፡ ለማርያም,TRUE
EMML (HMML) 3872,283,283,,,ዘገብረት፡ መንክረ፡ ወመድምመ፡ በአሐቲ፡ ሀገረ፡ ክርስቲያን። ወበህየ፡ ሀለወት፡ አሐቲ፡ ደብር፡ ወነዋኅቆማ፡ ወበሉዓሌሃ፡ ስፍሕት፡ በአምጣን፡ ዘተሐንጸት፡ ቤተ፡ ክርስቲያን፡ በስመ፡ እግዚአብሔር፡ አብ,TRUE
EMML (HMML) 3051,284,284,,,ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም፡ ድንግል፡ በክልኤ፡ ወላዲተ፡ አምላክ፡ እግዚአብሔር፡ ፀባኦት፡ ወላዲተ፡ ኢየሱስ፡ ክርስቶስ፡ ንጉሠ፡ ስብሐት፡ ፀንሰቶ፡ በድንግልና፡ ሕሊና፡ ወበድንግልና፡ ሥጋ፡ ወወለደቶ፡ እንዘ፡ ድንግል፡ በሕሊናሃ፡ ወእንዘ፡ ድንግል፡ በሥጋሃ፡ ወአርአየ፡ ተአምራቲሃ፡ ወምንክራቲሃ፡ ወገብረ፡ ኃይለ፡ ዐቢየ፡ ፍቁር፡ ወልዳ፡ እግዚእነ፡ በእንቲአሃ፡ ላዕለ፡ አሐዱ፡ አይሁዳዊ፡ ቀዲሙሰ፡ ነበረ፡ ክርስቲያናዊ። ጸሎታ፡…. ወሀለወት፡ አሐቲ፡ ሀገር፡ ሀገረ፡ ክርስቲያን፡ ወነገሥታቲሃኒ፡ ክርስቲያን፡ ይነብሩ፡ ምስለ፡ ጳጳሳት፡ ወኤጲስ፡ ቆጶሳት፡ ቀሳውስት፡ ወዲያቆናት፡ ወመነኮሳት፡ ብዙኃን፡ ይነብሩ፡ በይእቲ፡ ሀገር። ወተንሥአ፡ አሐዱ፡ አይሁዳዊ፡ እምነ፡ ክርስቲያነ፡ ካህናት,TRUE
EMML (HMML) 3872,285,285,,,ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በአሐቲ፡ ንስቲት፡ ደወል፡ ወይነብሩ፡ ውስቴታ፡ መብዝኅቶሙ፡ አይሁድ፡ ወይነብሩ፡ ህየ፡ ውሑዳን፡ ክርስቲያን። ወሶበ፡ ሰምዓ፡ እምኔሆሙ፡ አሐዱ፡ ወልድ፡ አይሁዳዊ፡ ትምህርተ፡ ክርስቲያን፡ ወነበረ፡ እንዘ፡ ይብል፡ እሙንኑ፡ ሃይማኖተ፡ ክርስቲያን፡ ወሚመ፡ ሃይማኖተ፡ አይሁድኑ፡ እሙን,TRUE
EMML (HMML) 3872,286,286,,,ንጽሕፍ፡ ተአምረ፡ ልደቱ፡ ለወልደ፡ እግዚአብሔር፡ ወወልደ፡ ማርያም፡ ክቡር፡ ውእቱ፡ ኢየሱስ፡ ክርስቶስ። መቅድመ፡ ቃል፡ ዘሰመዮ፡ ሄኖክ፡ ዘዓርገ፡ በነኰርኳረ፡ ነፋስ,TRUE
EMML (HMML) 3872,287,287,,,ዘገብረት፡ ተአምረ፡ ወመንክረ፡ ለአሐቲ፡ ብእሲተ፡ መስፍን፡ በኃይለ፡ ወልዳ፡ ፍቁር። ጸሎታ፡…. ወሀሎ፡ አሐዱ፡ ብእሲ፡ መስፍን፡ በአሐቲ፡ ሀገር፡ ዐባይ፡ እምአህጉረ፡ ክርስቲያን፡ ወቦቱ፡ ብእሲተ፡ እምዘመደ፡ ኄራን፡ ወስፉቀ፡ ፍቅረ፡ ያፈቅራ,TRUE
EMML (HMML) 3872,288,288,,,ዘገብረት፡ ተአምረ፡ ወመንክረ፡ ለዝኩ፡ ወልድ፡ በተርጌላ፡ ማርያም። ጸሎታ፡…. ወኮነ፡ ሶበ፡ ልህቀ፡ ዝኩ፡ ሕፃን፡ በቴርጌላ፡ ማርያም፡ ይጸመድ፡ ወትረ፡ በዴዴ፡ መስፍን,TRUE
EMML (HMML) 3872,289,289,,,ዘገብረት፡ ሎቱ፡ ተአምረ፡ ወመንክረ፡ ለገብረ፡ ዚአሃ፡ በቴርጌላ፡ ማርያም። ጸሎታ፡…. ወኮነ፡ ሶበ፡ በዝኃ፡ ሕማመ፡ ብድብድ፡ ላዕለ፡ ኵሉ፡ ምድር፡ በዴዴ፡ መስፍን፡ አዘዞሙ፡ መስፍን፡ ለወልዱ፡ ወለአዋልዲሁ፡ ወለኵሉ፡ ዕድ፡ ወአንስት፡ አዘዞሙ፡ ይትማህለሉ፡ ኀበ፡ እግዚአብሔር፡ ልዑል፡ ወኀበ፡ እግዝእትነ,TRUE
EMML (HMML) 3872,290,290,,,ወኮነ፡ በመዋዕሊሁ፡ ለአስራፍ፡ ንጉሠ፡ ምስር፡ ከሐዲ፡ ኮነ፡ ስደት፡ ዐቢይ፡ ላዕለ፡ አብያተ፡ ክርስቲያናት፡ በመዋዕለ፡ ሢመቱ፡ ለአቡነ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እለ፡ ስክንድርያ፡ አባ፡ ዮሐንስ። ወአሜሃ፡ ተጋብኡ፡ ተንበላት፡ እለ፡ ሀለዉ፡ ውስተ፡ ሀገረ፡ ስንደፋ፡ ወእልማሓሉ፡ ወደብረ፡ ምጥማቅ፡ ወበምክረ፡ ሰይጣን፡ አቡሆሙ፡ ተማከረ፡ ምክረ፡ እኩየ,TRUE
EMML (HMML) 3872,291,291,,,ወኮነ፡ በአሐቲ፡ ሀገር፡ እምአድያመ፡ ግብጽ፡ ወውስተ፡ ይእቲ፡ ሀገር፡ ሀለወት፡ ደብር፡ ዘመነኮሳት፡ ወሶበ፡ አመከሮሙ፡ ሰይጣን፡ ለእሙንቱ፡ መነኮሳት፡ ነጺሮ፡ ትጋሆሙ፡ በነሲተ፡ እቶኖሙ፡ እንዘ፡ ይመልእ፡ መሬተ,TRUE
EMML (HMML) 3872,292,292,,,ስምዑኬ፡ ኦሕዝበ፡ ክርስቲያን፡ ከመ፡ ናይድዕክሙ፡ ዘንተ፡ ተአምረ፡ ዐቢየ፡ ወመድምመ፡ ዘተገብረ፡ በቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡…. ዘደብረ፡ ምጥማቅ። ወበአሐቲ፡ ዕለት፡ እንዘ፡ ጉቡኣን፡ ውስተ፡ ቤተ፡ ክርስቲያን፡ ዘደብረ፡ ምጥማቅ፡ ይገብሩ፡ በዓላ፡ ክርስቲያን፡ ንጉሠ፡ አፍርንጊ፡ ወንጉሠ፡ ሮም፡ ወሶርያ፡ ወማሮን፡ በከመ፡ ልማዶሙ,TRUE
EMML (HMML) 3051,293,293,,,ተብህለ፡ ከመ፡ ነበረት፡ ሐና፡ ብፅዕት፡ ብእሲተ፡ ኢያቄም፡ በብዙኅ፡ ጸሎት፡ ወወሀባ፡ እግዚአብሔር፡ ዘርአ፡ ቡርክተ። ወእምድኅረ፡ ፯፡ አውራኅ፡ ተዓውቀ፡ ጽንሳ፡ ለሐና፡ ወሰምዑ፡ አዝማዲሃ፡ ወአዝማደ፡ ምታ፡ ወመጽኡ፡ ወይቤልዋ፡ ምንትኑ፡ ዝነገር፡ ዘመጽአ፡ ኀቤኪ,TRUE
EMML (HMML) 3051,294,294,,,ወእንዘ፡ ትትፋለስ፡ እምአዳም፡ ውስተ፡ ከርሡ፡ ለሴት፡ ወሄኖክ፡ ወቀይናን፡….,TRUE
EMML (HMML) 3051,295,295,,,ወይቤሎ፡ እግዚአብሔር፡ ለገብርኤል፡ ወበላ፡ ለወለተ፡ ጽዮን፡ ወልደ፡ እግዚአብሔር፡ ይመጽእ፡ ላዕሌኪ፡ ወኃይለ፡ ልዑል፡ ይጸልለኪ፡ ወዝኒ፡ ይትወለድ፡ እምኔኪ,TRUE
EMML (HMML) 3051,296,296,,,ከመ፡ ታእምሩ፡ ልደታ፡ ለእግዝእትነ፡ ማርያም። ወጥቀ፡ ትከብር፡ እምአዝማዲሃ፡ ወእምነ፡ ኵሉ፡ ዓለም። ወሕዝበ፡ እስራኤልሰ፡ ቦዐ፡ ሰይጣን፡ ውስተ፡ አልባቢሆሙ,TRUE
EMML (HMML) 3051,297,297,,,ወበዕለተ፡ እሑድ፡ ጊዜ፡ ፫፡ ሰዓት፡ መጽአ፡ ኀቤሃ፡ ገብርኤል፡ መልአክ፡ ግብተ፡ እንዘ፡ ትፈትል፡ ወርቀ፡ ወሜላተ፡ ለመንጦላዕተ፡ ቤተ፡ መቅደስ,TRUE
EMML (HMML) 3051,298,298,,,ወሶበ፡ ፈጸመ፡ አዝማነ፡ ንብረታ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ወሖሩ፡ ኀቤሃ፡ ካህናት፡ ወሊቃነ፡ ካህናት፡ ወሌዋውያን፡ በኅብረቶሙ፡ ወይቤልዋ፡ ንዒ፡ ፃዒ,TRUE
EMML (HMML) 3051,299,299,,,ወነበሩ፡ ኅቡረ፡ ዮሴፍ፡ ምስለ፡ ማርያም፡ እንዘ፡ ይባርክዎ፡ ለእግዚአብሔር። ወእምድኅረ፡ ፱፡ አውራኅ፡ ተወልደ፡ ሕፃን፡ በቤተ፡ ልሔም፡ ዘይሁዳ፡ በበዐት,TRUE
EMML (HMML) 3051,300,300,,,ወፅኡ፡ እምውስተ፡ በዐት፡ ዮሴፍ፡ ወማርያም፡ ወዐተዉ፡ ቤተ፡ ልሔም፡ ወቤተ፡ ዮሴፍ፡ ፀራቢ,TRUE
EMML (HMML) 3051,301,301,,,ወሤመ፡ ሄሮድስ፡ አግብርቲሁ፡ ወሰብአ፡ ቤቱ፡ ወሕጽዋኒሁ፡ መኳንንተ፡ ወመሳፍንተ፡ ወረባናተ፡ ላዕለ፡ አህጉር,TRUE
EMML (HMML) 3051,302,302,,,ወእምዝ፡ አመ፡ ሳብዕት፡ ዕለት፡ ሖረ፡ ውእቱ፡ ነዓዌ፡ አራዊት፡ ኀበ፡ ድማትያኖስ፡ ወነገሮ፡ ኵሎ፡ ዘርእየ,TRUE
EMML (HMML) 3051,303,303,,,ወወረደ፡ ገብርኤል፡ መልአክ፡ ሀገረ፡ ሊባኖስ፡ ኀበ፡ ማርያም፡ ወይቤላ፡ ሰላም፡ ለኪ፡ ኦወለተ፡ ዳዊት,TRUE
EMML (HMML) 3051,304,304,,,ወጊዜ፡ መንፈቀ፡ ሌሊት፡ አስተርአዮ፡ መልአከ፡ እግዚአብሔር፡ ለዮሴፍ፡ በሕልም,TRUE
