Macomber ID,Macomber Incipit,Manuscript for Macomber Incipit,Link,Notes and alternate forms of incipit by a few letters
162,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ መነኮስ፡ ውስተ፡ አሐዱ፡ ደብር፡ እምነ፡ አድባራት፡ ወኮነ፡ ያፈቅራ፡ ለእግዝእትነ፡…. በኵሉ፡ ልቡ፡ ወይትለአካ፡ በኵሉ፡ ክሂሎቱ፡ ወያስተጣዕም፡ ጸሎታ፡ ለእግዝእትነ፡…. ወሶበ፡ ይዜክር፡ ስማ፡ ይትፌሣሕ፡ ወይትሐሠይ። ወኮነ፡ ውእቱ፡ መነኮስ፡ ጸሐፌ፡ መጻሕፍት፡ ዘደብር,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
163,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ውስተ፡ ሀገረ፡ ሮሜ፡ ዘተረፈ፡ አሐዱ፡ ወሬዛ፡ እምመዋዕለ፡ ተንበላት፡ ወተንበላታይ፡ ውእቱ። ወኮነ፡ ይበውእ፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ወይቀውም፡ ቅድሜ፡ ሥዕላ፡ ለእግዝእትነ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,(long form)
163,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘይብልዎ፡ አባስ፡ እምጳጳሳተ፡ ሮሜ፡ ብእሲ፡ ኄር፡ ወቅዱስ፡ ወንዑድ፡ በክህነቱ፡ ወይፈርሆ፡ ለእግዚአብሔር፡ ወየዓቅብ፡ ነፍሶ፡ በንጽሕ፡ እምዝሙተ፡ ሥጋ፡ ወርኵስ፡ ወእምሑከተ፡ ሕሊና,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,(short form)
163,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ በሀገረ፡ ሮሜ፡ ወኮነ፡ ብእሲ፡ ሠናየ፡ ወጻድቀ፡ ወይፈርሆ፡ ለእግዚአብሔር፡ ልዑል፡ ወየዐቅብ፡ ነፍሶ፡ እምኵሉ፡ ሕሊናት፡ ርኩሳት,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,(short form)
164,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ዘስማ፡ አርሲማ፡ ተኃራሚት፡ በዓለ፡ ጾማዕት፡ ዘሞቅሐት፡ ነፍሳ፡ ውስተ፡ ጾማዕት። ወሶበ፡ ሰምዓ፡ አብያጺሃ፡ አንስት፡ መነኮሳይያት፡ ዘከመ፡ ቦአት፡ ውስተ፡ ጾማዕት፡ ይእቲ፡ ብእሲት፡ ወሖራ፡ ኀቤሃ፡ ፪፡ አኃት፡ ውርዝዋት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
164,ወአመ፡ ቀዳሚ፡ መዋዕል፡ ሶበ፡ መበለት፡ ስሕተት፡ በዕልወተ፡ ንግሥት፡ ርኩስት፡ ሀለወት፡ መበለት፡ ዘትነብር፡ ውስተ፡ ምኔት፡ ወይእቲ፡ ቅድስት፡ ወጸጋ፡ እግዚአብሔር፡ ላዕሌሃ፡ ወኵሉ፡ ሰብእ፡ ይመጽኡ፡ ኃቤሃ፡ ከመ፡ ይነሥኡ፡ በረከተ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,ወአመ፡ ቀዳሚ፡ መዋዕል፡ ሶበ፡ መበለት፡ ስሕተት፡ በዕልወተ፡ (mss: ዕልወት፡) ንግሥት፡ ርኩስት፡ ሀለወት፡ መበለት፡ ዘትነብር፡ ውስተ፡ ምኔት፡ ወይእቲ፡ ቅድስት፡ ወጸጋ፡ እግዚአብሔር፡ ላዕሌሃ፡ ወኵሉ፡ ሰብእ፡ ይመጽኡ፡ ኃቤሃ፡ ከመ፡ ይነሥኡ፡ በረከተ
164,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ብእሲት፡ ሠናይት፡ ፈራሂተ፡ እግዚአብሔር፡ ወታፈቅራ፡ ለእግዝእትነ፡…. በኵሉ፡ ልባ። ወአስተዋደይዋ፡ ሰብእ፡ እኩያን፡ ለይእቲ፡ ብእሲት፡ ኀበ፡ ብልካርያ፡ ንግሥት፡ ርኩስት፡ ወአምቅሕዋ፡ ውስተ፡ ቤተ፡ ሞቅሕ,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
165,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ኃጥእት፡ ዘገብረት፡ ኀጣውኣ፡ ዐበይተ፡ ወእምኵሉ፡ ዘየዐቢ፡ ጌጋያ፡ ትኔሥሕ፡ ወተመዪጣ፡ ትገብእ፡ ኀበ፡ ዘቀዳሚ፡ ምግባራ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
165,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ብእሲት፡ ኃጥእት፡ ወትገብር፡ ኃጢአተ፡ በኵሉ፡ ጊዜ። ወኮነ፡ ትትመነደብ፡ በገቢረ፡ ኃጢአተ፡ እስመ፡ ይእቲ፡ ኮነት፡ ትኔስሕ፡ ወትትመየጥ፡ ውስተ፡ ገቢረ፡ ኃጢአት,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
166,ወሀሎ፡ አሐዱ፡ ጠቢብ፡ ዘስሙ፡ ሲላን፡ በደብረ፡ ኢቆንዮን፡ ወመንኰሰ፡ ውስተ፡ አሐቲ፡ ደብር። ወሶበ፡ ርእየ፡ ሲሳዮሙ፡ ለቅዱሳን፡ ዘይበልዑ፡ ሐለየ፡ በልቡ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
166,ወሀለወ፡ አሐዱ፡ ብእሲ፡ ጠቢብ፡ ወመነኮስ፡ ውስተ፡ አሐዱ፡ ደብር፡ ወፈተወ፡ ከመ፡ ይንብር፡ ውስተ፡ ይእቲ፡ ደብር፡ ወይሜግብ፡ ነፍሶ፡ በጥበበ፡ ዚአሁ። ወተሐረመ፡ ከመ፡ ኢይብላዕ፡ እምመባልዕት፡ ዘይበልዑ፡ መነኮሳት,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
167,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በሀገረ፡ ሮሜ፡ በቤተ፡ ሶፍያ፡ ዘስማ፡ እንባምሬና፡ ዘደወየት፡ በሕማመ፡ ዓይን,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በሀገረ፡ ሮሜ፡ በቤተ፡ ሶፍያ፡ ዘስማ፡ እንባምሬና፡ (ms: እምባብሬና፡) ዘደወየት፡ በሕማመ፡ ዓይን
167,ተብህለ፡ በእንተ፡ አሐቲ፡ ብእሲት፡ ከመ፡ ይእቲ፡ በፅዓት፡ ነፍሳ፡ ከመ፡ ትጹም፡ ጾመ፡ እግዝእትነ፡…. ወሶበ፡ ጾመት፡ አእመረ፡ ምታ፡ ከመ፡ ይእቲ፡ ትጸውም፡ ሐዘነ፡ ላዕሌሃ፡ ወከልኣ፡ እምጾም,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
168,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ዘስማ፡ ሶፍያ፡ ክብርት፡ ዘትነብር፡ ውስተ፡ ደሴት፡ ማእከለ፡ ባሕር፡ ዘሰመናዊ፡ ወይእቲ፡ እምዐበይተ፡ ሀገር፡ ወለተ፡ ክቡራነ፡ ዘመድ፡ እምድቂቀ፡ እስራኤል፡ አቡሃ፡ ወእማ፡ እምቤተ፡ አሮን,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
168,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ብእሲት፡ ክብርት፡ እምዘመደ፡ ክቡራን፡ ውስተ፡ አሐቲ፡ ሀገር፡ በጽንፈ፡ ባሕር፡ ዘየዐቢ፡ ወዘመዳ፡ ለይእቲ፡ ብእሲት፡ ይከብሩ፡ እምሰብአ፡ ይእቲ፡ ሀገር፡ ወባቲ፡ ምታ፡ እምክቡራነ፡ ሰብእ፡ ወሊቃውንት፡ ዐበይት,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
169,ወነበረ፡ ውስተ፡ ሀገረ፡ ቍስጥንጥንያ፡ ብእሲ፡ ዘስሙ፡ አቦሊ፡ እስመ፡ ባዕል፡ ወነጋዲ፡ ውእቱ፡ ወጥቀ፡ ሀለዎ፡ ፍቁር፡ ወዓርክ፡ ምእመን፡ እምሰብአ፡ ሮሜ፡ እምዘመደ፡ መንግሥት፡ ብእሲሁ፡ ዘስሙ፡ በጊዶ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
169,ተብህለ፡ ከመ፡ ሀሎ፡ በውስተ፡ ሀገረ፡ ቍስጥንጥንያ፡ ብእሲ፡ ባዕል፡ ወኮነ፡ ሎቱ፡ ዐርካ፡ ክቡር፡ መስፍን፡ እምዐበይተ፡ ይእቲ፡ ሀገር,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
170,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ዘስሙ፡ ጢሞቴዎስ፡ መጋቤ፡ ቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡…. ተንባሊተ፡ ምሕረት። ወአሐተ፡ ዕለተ፡ ሰትየ፡ ወይነ፡ ወሰክረ፡ እምጻዕፈ፡ ወይን,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
170,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ መነኮስ፡ ውስተ፡ አሐቲ፡ ደብር፡ ወኮነ፡ ይትለአካ፡ ለእግዝእትነ፡…. መስተምሕርት፡ ወመስተሣህልት፡ ወያፈቅራ፡ በኵሉ፡ ልቡ። ወበአሐቲ፡ ዕለት፡ እምዕለታት፡ ሰትየ፡ ውእቱ፡ መነኮስ፡ ወይነ፡ ወሰክረ,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
171,ወነበረ፡ አሐዱ፡ ብእሲ፡ ክቡር፡ ወቡሩክ፡ ዘይፈርሆ፡ ለእግዚአብሔር፡ ዘስሙ፡ ሰርጊዮስ፡ ወሀለወት፡ ብእሲቱ፡ ቡርክት፡ ወቅድስት፡ ዘስማ፡ አብርስቂላ። ወተካየዱ፡ ክልኤሆሙ፡ ብእሲ፡ ምስለ፡ ብእሲቱ፡ ወበጽኡ፡ ርእሶሙ፡ ከመ፡ ይንበሩ፡ በንጽሕ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
171,ተብህለ፡ ከመ፡ ሀለወ፡ አሐዱ፡ ብእሲ፡ ባዕል፡ ዘቦቱ፡ ብእሲተ፡ ክብርተ፡ ወሠናይተ፡ ወበጽሑ፡ ክልኤሆሙ፡ እስከ፡ ርሥእና፡ ተካየዱ፡ በበይናቲሆሙ፡ ከመ፡ ይዕቀቡ፡ ሥጋሆሙ፡ በንጽሕና,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
172,ወነበረ፡ አሐዱ፡ ብእሲ፡ ባዕል፡ ወነጋዲ፡ ዘስሙ፡ ፊልጶስ፡ ዘሀገረ፡ ኒቆንያ፡ ወቦቱ፡ ምግባረ፡ ሠናይ፡ ወይምሕክ፡ ነዳያነ፡ በውሂበ፡ ምጽዋት፡ ብዙኅ። ወአሐተ፡ ዕለተ፡ ሐለየ፡ በልቡ፡ እንዘ፡ ይብል፡ እስመ፡ ሊተ፡ ብዙኅ፡ ንዋይ፡ ወብየ፡ ብዙኅ፡ ወርቅ፡ ወብሩር፡ ወእፈቅድ፡ አሃብ፡ ለነዳያን፡ ወለምስኪናን፡ እምቅድመ፡ እሙት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
173,ወሀለዉ፡ አኃው፡ ፪፡ በሀገረ፡ ሮሜ፡ ለአሐዱ፡ ስሙ፡ ጴጥሮስ፡ ወለካልኡ፡ እስጢፋኖስ፡ ወጴጥሮስ፡ ዲያቆን፡ ውእቱ፡ ለቤተ፡ ክርስቲያን,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
174,ወሀሎ፡ አሐዱ፡ ፈረሳዊ፡ ዘስሙ፡ ማልኮስ፡ ዘሀገረ፡ ንሒሳ፡ ወክቡር፡ ውእቱ፡ ወባዕል፡ ጥቀ፡ ወብዙኅ፡ ንዋዩ፡ ወገራውኢሁ፡ እስመ፡ ኃጥእ፡ ወጊጉይ፡ ውእቱ፡ ፈረሳዊ፡ ማልኮስ፡ ወኢይዜከሮ፡ ለሞት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
174,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ፈረሳዊ፡ ክቡር፡ ወባዕል፡ ዘቦቱ፡ ንዋያተ፡ ወአእጻዳተ፡ ወኢይገብር፡ ወኢምንተኒ፡ እምሠናያት፡ ወኮነ፡ ይጸልእ፡ አብያተ፡ ክርስቲያናት፡ ወነዳያነ፡ ወምስኪናነ፡ ወያፈቅር፡ ተውኔተ፡ ወማኅሌተ፡ ወትፍግዕተ,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
175,ወነበረ፡ በሀገረ፡ ሮሜ፡ ሊቀ፡ ጳጳሳት፡ ዲበ፡ መንበረ፡ ጴጥሮስ፡ ዘስሙ፡ ፓኵሚስ፡ እስመ፡ መፍቀሬ፡ ንዋይ፡ ውእቱ፡ ወይነሥእ፡ ንዋየ፡ ቤተ፡ ክርስቲያን፡ ለመፍቅዱ፡ ወለጻሕቁ፡ ወእምብዝኃ፡ ድፍረቱ፡ ነሥአ፡ ሜሮነ፡ እምቤተ፡ ክርስቲያን፡ ወሤጦ፡ ለንዋይ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
176,ወሀሎ፡ አሐዱ፡ ቀሲስ፡ ውስተ፡ አሐቲ፡ ሀገር፡ እምብሔረ፡ ግብጽ፡ ዘያፈቅር፡ ንዋየ። ወሀሎ፡ ካዕበ፡ ካልእ፡ ብእሲ፡ ዘያፈቅር፡ ሕልያነ፡ ሐመ፡ ዐቢየ፡ ሕማመ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
176,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ቀሲስ፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ወኮነ፡ ሥሡዐ፡ ወመፍቀሬ፡ ንዋይ፡ ወጽኑሰ፡ ወኢይገብር፡ ሠናየ። ወሀሎ፡ ውስተ፡ ይእቲ፡ ሀገር፡ ብእሲ፡ ባዕል፡ ዘይሁብ፡ ንዋዮ፡ በርዳ,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
177,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ይነብር፡ ውስተ፡ አሐቲ፡ ሀገር፡ ዘስማ፡ ደብረ፡ ምጥማቅ፡ ወትነብር፡ ውስተ፡ ይእቲ፡ ደብር፡ አሐቲ፡ መበለት፡ ንእስት፡ ዘሠናይ፡ ሥነ፡ ላሕያ። ወኮነት፡ ይእቲ፡ መበለት፡ ታፈቅራ፡ ለእግዝእትነ፡ ማርያም፡ መዝገበ፡ ምሕረት፡ ወሣህል፡ ወትትፌሣሕ፡ በበዐላቲሃ፡ ለለኵሉ፡ አውራኅ፡ ወታስተፌሥሖሙ፡ ለነዳያን፡ ወለምስኪናን። ወሶበ፡ ርእየ፡ ሰይጣን፡ ግዕዛ፡ ሠናየ፡ ቀንዓ፡ ላዕሌሃ፡ ወቦአ፡ ውስተ፡ ልበ፡ አሐዱ፡ ፈረሳዊ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
178,ወሀሎ፡ ውስተ፡ ሀገረ፡ ሮሜ፡ አመ፡ መዋዕለ፡ ንጉሠ፡ ሳባ፡ ፈተዉ፡ ውሑዳን፡ ሰብእ፡ ይሖሩ፡ ኀበ፡ ቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡ ማርያም፡ ከመ፡ ይግነዩ፡ ወይስግዱ፡ ውስቴታ። ወእንዘ፡ የሐውሩ፡ በፍኖት፡ ሃደሩ፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተሐንጸት፡ በስመ፡ ሐዋርያ፡ ጳውሎስ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,ወሀሎ፡ ውስተ፡ ሀገረ፡ ሮሜ፡ አመ፡ መዋዕለ፡ ንጉሠ፡ ሳባ፡ ፈተዉ፡ ውሑዳን፡ ሰብእ፡ ይሖሩ፡ ኀበ፡ ቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡ ማርያም፡ ከመ፡ ይግነዩ፡ ወይስግዱ፡ ውስቴታ። ወእንዘ፡ የሐውሩ፡ በፍኖት፡ ሃደሩ፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተሐንጸት፡ (ms: ተሐንጸ፡) በስመ፡ ሐዋርያ፡ ጳውሎስ
178,ተብህለ፡ በእንተ፡ አኃው፡ ክርስቲያን፡ እንዘ፡ የሐውሩ፡ ኀበ፡ ሀገረ፡ ሮሜ፡ ወረከቡ፡ በህየ፡ ቤተ፡ ክርስቲያነ፡ በስሙ፡ ለቅዱስ፡ ሐዋርያ፡ ጳውሎስ፡ ዘተሐንጸት፡ በስመ፡ ዚአሁ,EMML (HMML) 1573,https://w3id.org/vhmml/readingRoom/view/203405,
179,ወሀሎ፡ ማእከለ፡ ባሕረ፡ ጤግሮስ፡ ደሴት፡ ዘይሰመይ፡ ደብረ፡ ኤፍሬም፡ ወይነብሩ፡ ውስቴታ፡ ብዙኃን፡ መነኮሳት፡ ወእም፡ ውስቴቶሙ፡ ሀሎ፡ ብእሲ፡ ዘመንኰሰ፡ እምንእሱ፡ ወይትለአክ፡ ለእግዝእትነ፡ በሠናይ፡ አምልኮ፡ በፍቅረ፡ ዚአሃ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
179,ወሀሎ፡ አሐዱ፡ ደብር፡ ዘመነኮሳት፡ ኀበ፡ ጽንፈ፡ ባሕር፡ ወሀሎ፡ ውስቴቱ፡ አሐዱ፡ እኅው፡ ዘመንኰሰ፡ እምንእሱ፡ ወውእቱሰ፡ ብእሲ፡ ሠናይ፡ ውእቱ,EMML (HMML) 1573,https://w3id.org/vhmml/readingRoom/view/203405,
180,ወሀሎ፡ አሐዱ፡ ፈረሳዊ፡ ዘስሙ፡ ኒፎን፡ ዘሀገረ፡ ገለአድ፡ ዝሁር፡ ውእቱ፡ ወሬዛ፡ ወይትሜካሕ፡ በብዙኅ፡ ብዕሉ፡ ወይሰረገው፡ በአልባሰ፡ ወርቅ፡ ወይትአጸፍ፡ ሜላተ። ወአሐተ፡ ዕለተ፡ እንዘ፡ ያንሶሱ፡ ማእከለ፡ ምሥያጣት፡ ወውስተ፡ መራኅብት፡ ነጸረ፡ ለአሐቲ፡ ብእሲት፡ በዐይነ፡ ፍትወት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
180,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ እምሰብአ፡ አፍራስ፡ እስመ፡ ውእቱ፡ ኮነ፡ ፈረሳዊ፡ ጽኑዕ፡ በውርዙቱ፡ ወይዜሀር፡ በብዝኀ፡ ጥሪቱ። ወኮነ፡ ያፈቅራ፡ ለአሐቲ፡ ብእሲት፡ ላሕይት፡ ዘትነብር፡ ውስተ፡ ይእቲ፡ ሀገር፡ ወወሀባ፡ ንዋየ፡ ብዙኀ፡ ወኢተክህሎ፡ ከመ፡ ይትራከብ፡ ምስሌሃ,EMML (HMML) 1573,https://w3id.org/vhmml/readingRoom/view/203405,
181,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ናታን፡ በደብረ፡ ሰራብዮን፡ ኀበ፡ መነኮሳት፡ ዘይእቲ፡ ደብር፡ ወውእቱ፡ መጋቢ፡ ዘየዐቅብ፡ መዛግብተ፡ ዘቤተ፡ ክርስቲያን፡ ወውእቱ፡ ዘይጠቅዕ፡ መጥቅዓ፡ በጊዜ፡ ጸሎት፡ ዘሰዓታት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
182,ወሀሎ፡ አሐዱ፡ ነጋዲ፡ ዘስሙ፡ ጥብርያኖስ፡ በሀገረ፡ ቅፍጥ፡ እስመ፡ ባዕል፡ ጥቀ፡ በአግብርት፡ ወበአእማት፡ በወርቅ፡ ወበብሩር፡ ወአልሕምት፡ ወአግማል፡ ወዘይነግድ፡ ዲበ፡ የብስ፡ ወባሕር ። ወተወለጠ፡ ላዕሌሁ፡ መዋዕል፡ ወአዝማን፡ ወኃልቀ፡ ኵሉ፡ ንዋዩ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,ወሀሎ፡ አሐዱ፡ ነጋዲ፡ ዘስሙ፡ ጥብርያኖስ፡ በሀገረ፡ ቅፍጥ፡ እስመ፡ ባዕል፡ ጥቀ፡ በአግብርት፡ ወበአእማት፡ በወርቅ፡ ወበብሩር፡ ወአልሕምት፡ ወአግማል፡ ወዘይነግድ፡ ዲበ፡ የብስ፡ ወባሕር (ms: ዲበ፡ ባሕር፡ ወየብስ፡ ወባሕር)። ወተወለጠ፡ ላዕሌሁ፡ መዋዕል፡ ወአዝማን፡ ወኃልቀ፡ ኵሉ፡ ንዋዩ
183,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ኖላዊ፡ ዘይሬኢ፡ አልህምተ፡ ወእንስሳ፡ ወኮነ፡ ብእሲ፡ የዋህ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. በልቡ፡ ወኮነ፡ ይትለአክ፡ ወይቀውም፡ ቅድሜሃ፡ ውስተ፡ ኵሉ፡ መካን፡ ወኢያጸርዕ፡ ሰላመ፡ መልአክ፡ ዛቲ፡ ወኮነ፡ ዝንቱ፡ ሰላም፡ ውስተ፡ አፉሁ፡ መዐልተ፡ ወሌሊተ፡ በሑረቱ፡ ወበግብአቱ፡ በንብረቱ፡ ወበተንሥኦቱ። ወአመ፡ በዐላ፡ ለእግዝእትነ፡…. ተንሥአ፡ አውሎ፡ ወበረድ፡ በይእቲ፡ ሌሊት፡ ወሐለየ፡ ውእቱ፡ ብእሲ፡ ከመ፡ ይመውቱ፡ እንስሳሁ፡ በይእቲ፡ ሌሊት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
184,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ወሬዛ፡ ዘይነብር፡ ውስተ፡ አሐቲ፡ ሀገር፡ ወሠናይ፡ ውእቱ፡ እምወራዙት፡ ወኄር፡ በፍኖቱ፡ ወንጹሕ፡ ወጽሩይ፡ ወፈራሄ፡ እግዚአብሔር፡ ዘያፈቅር፡ ሠናያተ፡ ወይጸልእ፡ እኩያተ፡ እምንእሱ። ወነዳይ፡ ውእቱ፡ ይበልዕ፡ እምፍሬ፡ ጻማሁ፡ ወኮነ፡ ኵሎ፡ ዕለተ፡ የሐውር፡ ውስተ፡ ገዳም፡ ወይሴጽር፡ ዕፀወ፡ አው፡ የዓጽድ፡ ሣዕረ፡ ወይሠይጦ፡ ውስተ፡ ምሥያት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
185,ተብህለ፡ ሶበ፡ ፈቀዱ፡ አኃው፡ ከመ፡ ይትጋብኡ፡ ውስተ፡ መንበሊስ፡ ተንሥኡ፡ እምአብርፊስ፡ ኀበ፡ መንበሊስ፡ ወሖረት፡ ምስሌሆሙ፡ አሐቲ፡ ብእሲት፡ ዐባይ፡ ወክብርት,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
185,ወሀሎ፡ አሐዱ፡ ደብር፡ ዘመነኮሳት፡ ወልማዶሙ፡ ለእሉ፡ መነኮሳት፡ የሐውሩ፡ ለለ፡ ዓመት፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ዘእግዝእትነ፡ ማርያም፡ በበዐለ፡ ዚአሃ፡ ወይገብሩ፡ በዐለ፡ ዐቢየ። ወአሐተ፡ ዕለተ፡ እንዘ፡ የሐውሩ፡ እሙንቱ፡ መነኮሳት፡ ኀበ፡ ቤተ፡ ክርስቲያን፡ ከመ፡ ያብዕሉ፡ በከመ፡ ልማዶሙ፡ ወሖረት፡ ምስሌሆሙ፡ አሐቲ፡ ብእሲት፡ ክብርተ፡ ዘመድ፡ ወባዕልት,EMML (HMML) 5520,,
186,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ሠራቂ፡ ዘይሴሰይ፡ በሠሪቅ፡ ወባሕቱ፡ ይሁብ፡ ሰላማ፡ ለእግዝእትነ፡…፡ ብዙኃ፡ ጊዜያት፡ በልብ፡ ንጹሕ፡ ወበትሕትና፡ ወበየውሃት፡ ወሶበ፡ ኮነ፡ ይዜክር፡ ስማ፡ ይትሀወክ፡ እስመ፡ ፍቅራ፡ ውስተ፡ ልቡ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ሠራቂ፡ ዘይሴሰይ፡ በሠሪቅ፡ ወባሕቱ፡ ይሁብ፡ ሰላማ፡ ለእግዝእትነ፡…፡ ብዙኃ፡ ጊዜያት፡ በልብ፡ ንጹሕ፡ ወበትሕትና፡ (ms: ወትሕትና፡) ወበየውሃት፡ ወሶበ፡ ኮነ፡ ይዜክር፡ ስማ፡ ይትሀወክ፡ እስመ፡ ፍቅራ፡ ውስተ፡ ልቡ
187,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ገባራዊ፡ ዘኮነ፡ ያወትር፡ ኵሎ፡ ዕለተ፡ ሰላማ፡ ለእግዝእትነ፡…. ሰርከ፡ ወነግሃ፡ ወመንፈቀ፡ መዓልት፡ ወነበረ፡ ከመዝ፡ ብዙኃ፡ መዋዕለ። ወአሐተ፡ ዕለተ፡ ይቤላ፡ ኦእግዝእትየ፡ መስተሣህልት፡ እስመ፡ አንሰ፡ ወትረ፡ ከመዝ፡ እሁብ፡ ሰላመኪ፡ ዘእንበለ፡ ኃፍረት፡ ወአንቲኒ፡ ለምንት፡ ዘኢታገብኢ፡ ሊተ፡ ሰላምየ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
188,ወሀሎ፡ አይሁዳዊ፡ ዘቦቱ፡ መራዕየ፡ አልህምት፡ ወቦቱ፡ አሐዱ፡ ወልደ፡ ዘይሬኢ፡ አልህምተ፡ አቡሁ፡ አፍአ፡ እምሀገር፡ ምስለ፡ ደቂቀ፡ ክርስቲያን። ወበአሐቲ፡ እምመዋዕል፡ ተጋብኡ፡ እሉ፡ ኖሎት፡ ከመ፡ ይብልዑ፡ ኅብስተ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
189,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዕቡይ፡ ዘስሙ፡ ጎልያድ፡ ወኃያል፡ ከመ፡ አንበሳ፡ ወሐያዲ፡ ውስተ፡ ዓለም፡ ወኢይፈርህ፡ እምደኃሪት። ወአሐተ፡ ዕለተ፡ እምመዋዕል፡ እንዘ፡ የሐውር፡ ኀበ፡ ግብሩ፡ በጽሐ፡ ኀበ፡ ደብረ፡ መነኮሳት፡ ዘእግዝእትነ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
