Order,Painting ID,Canonical Story ID,Recension ID,Manuscript,Manuscript Link,Image Link,Painting Number,Painting folio,Painting scan,Number of Episodes,Episode Number,Episode Description,Episode Location,Episode Keywords,Episode Caption,Episode Notes,Featured Story Image,Countif Unique Manuscript,IIIF?,Total Manuscripts with this Story ID illustrated,Story ID + Manuscript ID + Painting Number + Painting folio + Painting scan (technical column),Total Story ID Paintings,Total Manuscript Paintings
1732,966,0,,EMML (HMML) 665,https://w3id.org/vhmml/readingRoom/view/202500,,1,58v,93,1,1,8. Annunciation: St Gabriel appears to Mary sewing or spinning,full,,,,FALSE,1,,217,0 EMML (HMML) 665 1 58v 93,518,11
1733,967,0,,EMML (HMML) 665,https://w3id.org/vhmml/readingRoom/view/202500,,1,59r,94,1,1,7. Marriage: Espousal of Joseph and Mary,full,,,,FALSE,1,,217,0 EMML (HMML) 665 1 59r 94,518,11
1734,968,0,,EMML (HMML) 665,https://w3id.org/vhmml/readingRoom/view/202500,,1,74v,117,1,1,6. Childhood: Angels tending to Mary in the temple (related to ID 315),full,,,,FALSE,1,,217,0 EMML (HMML) 665 1 74v 117,518,11
1735,969,0,,EMML (HMML) 665,https://w3id.org/vhmml/readingRoom/view/202500,,1,84r,132b,1,1,12. Holy Family: Flight to Egypt,full,,,,FALSE,1,,217,0 EMML (HMML) 665 1 84r 132b,518,11
1736,970,0,,EMML (HMML) 665,https://w3id.org/vhmml/readingRoom/view/202500,,1,90r,142,1,1,4. Childhood: Bringing Mary to temple (related to ID 316D),full,,,,FALSE,1,,217,0 EMML (HMML) 665 1 90r 142,518,11
1690,924,0,,EMML (HMML) 683,https://w3id.org/vhmml/readingRoom/view/202517,,1,59v,107,1,1,11. Motherhood: Madonna and child,bottom,,Michael; With her beloved Son; Gabriel,,FALSE,1,,217,0 EMML (HMML) 683 1 59v 107,518,1
1579,813,0,,EMML (HMML) 6917,https://www.vhmml.org/readingRoom/view/200544,,1,8r,13b,1,1,11. Motherhood: Madonna and child,top,,Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel,,FALSE,1,,217,0 EMML (HMML) 6917 1 8r 13b,518,1
1580,814,0,,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,,1,8v,12a,1,1,11. Motherhood: Madonna and child,right,,,,FALSE,1,,217,0 EMML (HMML) 6938 1 8v 12a,518,1
1581,815,0,,EMML (HMML) 6949,https://www.vhmml.org/readingRoom/view/200574,,1,13r,15b,1,1,11. Motherhood: Madonna and child,full,,Mary with her beloved Son; Michael; Gabriel,,FALSE,1,,217,0 EMML (HMML) 6949 1 13r 15b,518,2
1582,816,0,,EMML (HMML) 6949,https://www.vhmml.org/readingRoom/view/200574,,1,14r,16b,1,1,11. Motherhood: Madonna and child,full,,Mary with her beloved Son; Michael; Gabriel,,FALSE,1,,217,0 EMML (HMML) 6949 1 14r 16b,518,2
1748,982,0,,EMML (HMML) 701,https://w3id.org/vhmml/readingRoom/view/202535,,1,1v,4a,1,1,8. Annunciation: St Gabriel appears to Mary sewing or spinning,full,,,,FALSE,1,,217,0 EMML (HMML) 701 1 1v 4a,518,3
1749,983,0,,EMML (HMML) 701,https://w3id.org/vhmml/readingRoom/view/202535,,1,2r,4b,1,1,"10. Nativity: Mary, Joseph, Jesus in manger",full,,,,FALSE,1,,217,0 EMML (HMML) 701 1 2r 4b,518,3
1750,984,0,,EMML (HMML) 701,https://w3id.org/vhmml/readingRoom/view/202535,,1,2v,5,1,1,11. Motherhood: Madonna and child,full,,With her beloved Son,,FALSE,1,,217,0 EMML (HMML) 701 1 2v 5,518,3
1583,817,0,,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,,1,5r,8b,1,1,11. Motherhood: Madonna and child,full,,,Caption covered by linen,FALSE,1,,217,0 EMML (HMML) 7089 1 5r 8b,518,2
1584,818,0,,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,,1,6v,10a,1,1,11. Motherhood: Madonna and child,full,,,Caption covered by linen,FALSE,1,,217,0 EMML (HMML) 7089 1 6v 10a,518,2
1585,819,0,,EMML (HMML) 7220,https://w3id.org/vhmml/readingRoom/view/200792,,1,1v,4a,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 7220 1 1v 4a,518,2
1586,820,0,,EMML (HMML) 7220,https://w3id.org/vhmml/readingRoom/view/200792,,1,7v,11a,1,1,19. Life: Mary stands in prayer,full,,,,FALSE,1,,217,0 EMML (HMML) 7220 1 7v 11a,518,2
1554,788,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,11v,24,1,1,11. Motherhood: Madonna and child,top,,,Two people are venerating the icon of Madonna and Child,FALSE,1,,217,0 EMML (HMML) 76 1 11v 24,518,43
1555,789,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,281r,563,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 281r 563,518,43
1556,790,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,281v,564,1,1,12. Holy Family: Flight to Egypt,center,,,Unfinished,FALSE,1,,217,0 EMML (HMML) 76 1 281v 564,518,43
1557,791,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,293r,587,1,1,11. Motherhood: Madonna and child,full,,,Unfinished,FALSE,1,,217,0 EMML (HMML) 76 1 293r 587,518,43
1558,792,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,293v,588,1,1,12. Holy Family: Flight to Egypt,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 293v 588,518,43
1559,793,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,294r,589,1,1,12. Holy Family: Flight to Egypt,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 294r 589,518,43
1560,794,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,296r,592,1,1,12. Holy Family: Flight to Egypt,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 296r 592,518,43
1561,795,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,296v,593,1,1,12. Holy Family: Flight to Egypt,center,,,Unfinished,FALSE,1,,217,0 EMML (HMML) 76 1 296v 593,518,43
1546,780,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,2r,5,1,1,15. Life: Angel expelling demons by prayer of St Mary,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 2r 5,518,43
1547,781,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,2v,6,1,1,43. Dormition: Mary receives the Covenant of Mercy from Jesus,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 2v 6,518,43
1548,782,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,3r,7,1,1,7. Marriage: Espousal of Joseph and Mary,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 3r 7,518,43
1549,783,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,3v,8,1,1,5. Childhood: Mary in the temple (related to ID 126),full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 3v 8,518,43
1550,784,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,4r,9,1,1,8. Annunciation: St Gabriel appears to Mary sewing or spinning,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 4r 9,518,43
1551,785,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,5r,11,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 5r 11,518,43
1552,786,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,5v,12,1,1,22. Life: Mary saves a man from his assailants,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 5v 12,518,43
1553,787,0,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,6r,13,1,1,25. Crucifixion: Mary at the cross,full,,,,FALSE,1,,217,0 EMML (HMML) 76 1 6r 13,518,43
1744,978,0,,EMML (HMML) 760,https://w3id.org/vhmml/readingRoom/view/202593,,1,1v,4,1,1,11. Motherhood: Madonna and child,full,,Saint Michael the archangel; With her beloved Son; Saint Gabriel the archangel,,FALSE,1,,217,0 EMML (HMML) 760 1 1v 4,518,1
1698,932,0,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,1,12r,15b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 7606 1 12r 15b,518,42
1699,933,0,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,1,33r,37,1,1,43. Dormition: Mary receives the Covenant of Mercy from Jesus,full,,,,FALSE,1,,217,0 EMML (HMML) 7606 1 33r 37,518,42
1679,913,0,,EMML (HMML) 7672,https://w3id.org/vhmml/readingRoom/view/201197,,1,,139-140,1,1,11. Motherhood: Madonna and child,full,,Michael; Mary; Gabriel,,FALSE,1,,217,0 EMML (HMML) 7672 1  139-140,518,1
1751,985,0,,EMML (HMML) 834,Not digitized,,1,22v,,1,1,11. Motherhood: Madonna and child,,,,,FALSE,1,,217,0 EMML (HMML) 834 1 22v ,518,2
1752,986,0,,EMML (HMML) 834,Not digitized,,1,57v,,1,1,37. Dormition: apostles gather around the body,,,,,FALSE,1,,217,0 EMML (HMML) 834 1 57v ,518,2
1805,1037,0,,EMML (HMML) 839,https://w3id.org/vhmml/readingRoom/view/202670,,1,26r,27b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 839 1 26r 27b,518,2
1806,1038,0,,EMML (HMML) 839,https://w3id.org/vhmml/readingRoom/view/202670,,1,26v,28a,1,1,25. Crucifixion: Mary at the cross,full,,,,FALSE,1,,217,0 EMML (HMML) 839 1 26v 28a,518,2
1700,934,0,,EMML (HMML) 8625,https://w3id.org/vhmml/readingRoom/view/201471,,1,59r,63b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 8625 1 59r 63b,518,1
1701,935,0,,EMML (HMML) 8629,https://w3id.org/vhmml/readingRoom/view/201475,,1,8v,17,1,1,11. Motherhood: Madonna and child,full,,Saint Michael; Saint Gabriel,,FALSE,1,,217,0 EMML (HMML) 8629 1 8v 17,518,1
1587,821,0,,EMML (HMML) 8805,https://w3id.org/vhmml/readingRoom/view/201555,,1,2r,4b/5,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 8805 1 2r 4b/5,518,1
1588,822,0,,EMML (HMML) 8828,https://w3id.org/vhmml/readingRoom/view/201577,,1,1v,3a,1,1,35. Ascension: Mary Enthroned,full,,,,FALSE,1,,217,0 EMML (HMML) 8828 1 1v 3a,518,41
1589,823,0,,EMML (HMML) 8828,https://w3id.org/vhmml/readingRoom/view/201577,,1,4r,5b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 8828 1 4r 5b,518,41
1590,824,0,,EMML (HMML) 8970,https://w3id.org/vhmml/readingRoom/view/201697,,1,4v,8a,1,1,11. Motherhood: Madonna and child,full,,,Most of the image has been lost in the digitization of the microfilm,FALSE,1,,217,0 EMML (HMML) 8970 1 4v 8a,518,2
1591,825,0,,EMML (HMML) 8970,https://w3id.org/vhmml/readingRoom/view/201697,,1,5r,8b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 EMML (HMML) 8970 1 5r 8b,518,2
1680,914,0,,EMML (HMML) 8978,https://w3id.org/vhmml/readingRoom/view/201705,,1,5v,10a,1,1,11. Motherhood: Madonna and child,bottom,,,Unfinished,FALSE,1,,217,0 EMML (HMML) 8978 1 5v 10a,518,1
1380,615,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,http://ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-007.jpg&size=full,1,133v,140a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of King Dawit, protected by the faith of the Trinity",,FALSE,1,,217,0 EMML (HMML) 9002 1 133v 140a,518,12
1381,616,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,http://ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-008.jpg&size=full,1,153v,160a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, lover of the Lady",,FALSE,1,,217,0 EMML (HMML) 9002 1 153v 160a,518,12
1382,617,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,,1,177v,184a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, refined of faith",,FALSE,1,,217,0 EMML (HMML) 9002 1 177v 184a,518,12
1383,618,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-002.jpg&size=full,1,197v,204a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, gilded with faith",,FALSE,1,,217,0 EMML (HMML) 9002 1 197v 204a,518,12
1374,609,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,http://ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-010.jpg&size=full,1,1v,3,1,1,11. Motherhood: Madonna and child,full,,Icon of our Lady Mary with her beloved Son,,FALSE,1,,217,0 EMML (HMML) 9002 1 1v 3,518,12
1384,619,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,,1,221v,229a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, pure of faith",,FALSE,1,,217,0 EMML (HMML) 9002 1 221v 229a,518,12
1385,620,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,,1,251v,261a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of King Dawit, lover of faith",,FALSE,1,,217,0 EMML (HMML) 9002 1 251v 261a,518,12
1375,610,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,http://ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-004.jpg&size=full,1,2v,5a,1,1,8. Annunciation: St Gabriel appears to Mary sewing or spinning,full,,Where Gabriel announced to Mary while she was spinning linen,,FALSE,1,,217,0 EMML (HMML) 9002 1 2v 5a,518,12
1376,611,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,,1,32v,35a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, founded on the faith of the Trinity",,FALSE,1,,217,0 EMML (HMML) 9002 1 32v 35a,518,12
1377,612,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,http://ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-009.jpg&size=full,1,77v,83a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, pure of faith",,FALSE,1,,217,0 EMML (HMML) 9002 1 77v 83a,518,12
1378,613,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,http://ethiopia.deeds.utoronto.ca/imageserv?image=DS-1966-006-006.jpg&size=full,1,90v,97a,1,1,11. Motherhood: Madonna and child,full,,"Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Saint Gabriel; Icon of King Dawit, strong of faith",,FALSE,1,,217,0 EMML (HMML) 9002 1 90v 97a,518,12
1379,614,0,,EMML (HMML) 9002,https://w3id.org/vhmml/readingRoom/view/201729,,1,91v,104a,1,1,30. Resurrection: Mary prays at Golgotha,full,,How our Lady Mary prayed; And how our Lord Jesus Christ [...],Caption partially illegible,FALSE,1,,217,0 EMML (HMML) 9002 1 91v 104a,518,12
1754,987,0,,EMML (HMML) 929,Not digitized,,1,4v,,1,1,11. Motherhood: Madonna and child,,,,,FALSE,1,,217,0 EMML (HMML) 929 1 4v ,518,1
1592,826,0,,ESP (UH) AGM-004,https://betamasaheft.eu/manuscripts/ESagm004/viewer,,1,66r,66b,1,1,11. Motherhood: Madonna and child,full,,With her beloved Son; Saint Michael; And Gabriel,,FALSE,1,,217,0 ESP (UH) AGM-004 1 66r 66b,518,1
1593,827,0,,ESP (UH) AM-003,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00000019,,1,114v,115a,1,1,11. Motherhood: Madonna and child,full,,,Unfinished,FALSE,1,,217,0 ESP (UH) AM-003 1 114v 115a,518,1
1594,828,0,,ESP (UH) AP-029,https://betamasaheft.eu/manuscripts/ESap029/viewer,,1,1r,1b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) AP-029 1 1r 1b,518,2
1595,829,0,,ESP (UH) AP-029,https://betamasaheft.eu/manuscripts/ESap029/viewer,,1,78r,78b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) AP-029 1 78r 78b,518,2
1596,830,0,,ESP (UH) AP-035,https://betamasaheft.eu/manuscripts/ESap035/viewer,,1,3r,3b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) AP-035 1 3r 3b,518,1
1597,831,0,,ESP (UH) AQG-011,https://betamasaheft.eu/manuscripts/ESaqg011/viewer,,1,101r,101b,1,1,11. Motherhood: Madonna and child,top-center,,,,FALSE,1,,217,0 ESP (UH) AQG-011 1 101r 101b,518,2
1598,832,0,,ESP (UH) AQG-011,https://betamasaheft.eu/manuscripts/ESaqg011/viewer,,2,101r,101b,1,1,8. Annunciation: St Gabriel appears to Mary sewing or spinning,bottom-center,,,,FALSE,0,,217,0 ESP (UH) AQG-011 2 101r 101b,518,2
1599,833,0,,ESP (UH) ATH-008,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00002036,,1,22v,23a,1,1,11. Motherhood: Madonna and child,full,,Icon of our Lady Mary; Icon of Saint Michael; Icon of Gabriel,,FALSE,1,,217,0 ESP (UH) ATH-008 1 22v 23a,518,1
1601,835,0,,ESP (UH) BHM-002,https://betamasaheft.eu/manuscripts/ESbhm002/viewer,,1,15v,16a,1,1,25. Crucifixion: Mary at the cross,full,,,,FALSE,1,,217,0 ESP (UH) BHM-002 1 15v 16a,518,3
1602,836,0,,ESP (UH) BHM-002,https://betamasaheft.eu/manuscripts/ESbhm002/viewer,,1,17r,17b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) BHM-002 1 17r 17b,518,3
1600,834,0,,ESP (UH) BHM-002,https://betamasaheft.eu/manuscripts/ESbhm002/viewer,,1,1v,7a,1,1,11. Motherhood: Madonna and child,full,,,Caption has been damaged,FALSE,1,,217,0 ESP (UH) BHM-002 1 1v 7a,518,3
1710,944,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,10r,10a,1,1,12. Holy Family: Flight to Egypt,full,,How our Lady Mary fled to Dabra Qwasqwam with Joseph and Salome away from the anger of Herod; How she fled,,FALSE,1,,217,0 ESP (UH) DD-001 1 10r 10a,518,48
1702,936,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,2r,2b,1,1,30. Resurrection: Mary prays at Golgotha,full,,How our Lady Mary prayed at Golgotha; Guardian; Guardian; Guardian; Guardian; Shield and Spears; How our Lord visited our Lady Mary while she prayed at Golgotha,,FALSE,1,,217,0 ESP (UH) DD-001 1 2r 2b,518,48
1703,937,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,2v,3b,1,1,34. Ascension: Mary surrounded by angels and the apostles,full,,How the angels brought our Lady Mary up from Golgotha into heaven; How the souls of the saints along with Abraham and Isaac and Jacob bowed to our Lady,,FALSE,1,,217,0 ESP (UH) DD-001 1 2v 3b,518,48
1704,938,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,4r,4a,1,1,43. Dormition: Mary receives the Covenant of Mercy from Jesus,full,,"How our Lord brought up our Lady Mary and grasped her hand and set her and gave her the covenant; While David her ancestor said 'Listen, my daughter, and see and incline your ear. Forget your people and the house of your Father'; King David; Congregation of Prophets",,FALSE,1,,217,0 ESP (UH) DD-001 1 4r 4a,518,48
1705,939,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,5r,5a,1,1,41. Dormition: Angels show Mary the fires of Sheol and the souls within.,full,,How the angels showed our Lady Mary the fires of Sheol and the sinful souls who were inside; Those of Sheol,,FALSE,1,,217,0 ESP (UH) DD-001 1 5r 5a,518,48
1706,940,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,6r,6a,1,1,42. Dormition: Mary prays for those in Sheol,full,,Concerning how our Lady Mary was grieving and troubled concerning the sinful ones ; How our Lady Mary prayed entering into the enclosure of Golgotha after they showed her Sheol and the darkness,,FALSE,1,,217,0 ESP (UH) DD-001 1 6r 6a,518,48
1707,941,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,7r,7a,1,1,43. Dormition: Mary receives the Covenant of Mercy from Jesus,full,,How our Lord came down with a thousand angels while our Lady Mary was praying in Golgotha on the 17th of Yäkatit and he gave her the covenant of mercy,,FALSE,1,,217,0 ESP (UH) DD-001 1 7r 7a,518,48
1708,942,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,8r,8a,1,1,8. Annunciation: St Gabriel appears to Mary sewing or spinning,full,,How the angel Gabriel announced the good news to our Lady Mary,,FALSE,1,,217,0 ESP (UH) DD-001 1 8r 8a,518,48
1709,943,0,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,9r,9a,1,1,"10. Nativity: Mary, Joseph, Jesus in manger",full,,,,FALSE,1,,217,0 ESP (UH) DD-001 1 9r 9a,518,48
1603,837,0,,ESP (UH) DD-006,https://betamasaheft.eu/manuscripts/ESdd006/viewer,,1,252r,252b,1,1,11. Motherhood: Madonna and child,full,,Icon of Mary and her Son; Icon of Michael; Icon of Gabriel,,FALSE,1,,217,0 ESP (UH) DD-006 1 252r 252b,518,1
1604,838,0,,ESP (UH) DD-010,https://betamasaheft.eu/manuscripts/ESdd010/viewer,,1,4r,5b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) DD-010 1 4r 5b,518,2
1605,839,0,,ESP (UH) DD-010,https://betamasaheft.eu/manuscripts/ESdd010/viewer,,1,8r,10b,1,1,11. Motherhood: Madonna and child,full,,Saint Michael; Saint Gabriel; Mary with her beloved Son; Icon of our Lady; THis is the icon of the man of God,,FALSE,1,,217,0 ESP (UH) DD-010 1 8r 10b,518,2
1606,840,0,,ESP (UH) DMA-005,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00002120,,1,2v,3a,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) DMA-005 1 2v 3a,518,1
1607,841,0,,ESP (UH) DMB-003,https://betamasaheft.eu/manuscripts/ESdmb003/viewer,,1,5r,5b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) DMB-003 1 5r 5b,518,1
1745,979,0,,ESP (UH) DSM-021b,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00002553,,1,2r,2b,1,1,12. Holy Family: Flight to Egypt,full,,How our Lady Mary went to Dabra Qwasqwam with her beloved Son and with Joseph and with Salome her attendant,,FALSE,1,,217,0 ESP (UH) DSM-021b 1 2r 2b,518,1
1608,842,0,,ESP (UH) DZ-014,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00000166,,1,7v,8a,1,1,11. Motherhood: Madonna and child,full,,Icon of Mary with her beloved Son; Michael; Gabriel,,FALSE,1,,217,0 ESP (UH) DZ-014 1 7v 8a,518,1
1681,915,0,,ESP (UH) FBM-001,https://betamasaheft.eu/manuscripts/ESfbm001/viewer,,1,3v,4a,1,1,11. Motherhood: Madonna and child,full,,Icon of our Lady Mary with her beloved Son,,FALSE,1,,217,0 ESP (UH) FBM-001 1 3v 4a,518,1
1740,974,0,,ESP (UH) GKM-002,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00001378,,1,8r,8b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) GKM-002 1 8r 8b,518,1
1609,843,0,,ESP (UH) KAE-011,https://betamasaheft.eu/manuscripts/ESkae011/viewer,,1,5r,5b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) KAE-011 1 5r 5b,518,1
1711,945,0,,ESP (UH) KTM-002,https://betamasaheft.eu/manuscripts/ESktm002/viewer,,1,3r,3b,1,1,11. Motherhood: Madonna and child,full,,With her beloved Son,,FALSE,1,,217,0 ESP (UH) KTM-002 1 3r 3b,518,1
1610,844,0,,ESP (UH) MA-009,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00002739,,1,5v,6a,1,1,11. Motherhood: Madonna and child,full,,Mother of the Lord,Unfinished,FALSE,1,,217,0 ESP (UH) MA-009 1 5v 6a,518,1
1611,845,0,,ESP (UH) MAC-001,https://mycms-vs03.rrz.uni-hamburg.de/domlib/receive/domlib_document_00002245,,1,10r,10b,1,1,11. Motherhood: Madonna and child,full,,With her beloved Son; Michael; Gabriel,,FALSE,1,,217,0 ESP (UH) MAC-001 1 10r 10b,518,1
1612,846,0,,ESP (UH) MKL-002,https://betamasaheft.eu/manuscripts/ESmkl002/viewer,,1,11v,12a,1,1,19. Life: Mary stands in prayer,full,,"Icon of our Lady Mary, how she prayed standing up",,FALSE,1,,217,0 ESP (UH) MKL-002 1 11v 12a,518,1
1613,847,0,,ESP (UH) MKMG-006,https://betamasaheft.eu/manuscripts/ESmkmg006/viewer,,1,2r,2b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) MKMG-006 1 2r 2b,518,2
1614,848,0,,ESP (UH) MKMG-006,https://betamasaheft.eu/manuscripts/ESmkmg006/viewer,,1,71v,72a,1,1,11. Motherhood: Madonna and child,full,,Icon of our Lady Mary with her beloved Son; Icon of Saint Michael; Icon of Gabriel,,FALSE,1,,217,0 ESP (UH) MKMG-006 1 71v 72a,518,2
1615,849,0,,ESP (UH) NSM-007,https://betamasaheft.eu/manuscripts/ESnsm007/viewer,,1,6r,6b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) NSM-007 1 6r 6b,518,1
1669,903,0,,ESP (UH) QQM-004,https://betamasaheft.eu/manuscripts/ESqqm004/viewer,,1,134r,134b,1,1,11. Motherhood: Madonna and child,full,,,,FALSE,1,,217,0 ESP (UH) QQM-004 1 134r 134b,518,1
1616,850,0,,ESP (UH) QSM-017,https://betamasaheft.eu/manuscripts/ESqsm017/viewer,,1,2r,2b,1,1,11. Motherhood: Madonna and child,full,,Icon of our Lady Saint Mary who is with her beloved Son,,FALSE,1,,217,0 ESP (UH) QSM-017 1 2r 2b,518,1
