Manuscript,Canonical Story ID,Recension ID,Canonical Story Title,Folio Start,Scan Start,Column Start,Line Start,Body of Story Start,Folio End,Scan End,Column End,Line End,Miracle Number,Incipit,Confidence Score,Incipit Full,Story Word Variation,Story Incomplete,Blank TM folios,Number of Paintings,Painting Note,Notes,Exclude from ITool,Ethiopic Story Number,Miracles Sequence Number,Canonical Incipit,"Macomber Ms, non-Macomber Record",Best Incipit Tool Match,Nonunique Incipit,New Ms,Folio Start Number,Folio Start Letter,"Temporary English Translation for TGS 1994, to be moved when ID'd",Princeton Catalog Folios,Princeton Catalog Titles,Manuscript Date Range Start        ,Manuscript Date Range End        ,Story Century,Story Earliest Century,Incipit Typed,ID Ready
EMML (HMML) 2058,252,,"Mary, Assumption of cycle: Saint Mary prays to be taken from this life.",159v,,,,,,,,,254,,,,,FALSE,,,,The miracle continues on f. 158r (according to catalog and Macomber handlist),FALSE,254,2,FALSE,FALSE,,FALSE,,159,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,253,,"Mary, Assumption of cycle: The Jews go to Bethlehem to seize Saint Mary but are blinded.",158r,,,,,,,,,255,,,,,FALSE,,,,,FALSE,255,2,FALSE,FALSE,,FALSE,,158,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,254,,"Mary, Assumption of cycle: Christ, together with Saint Mary and the angels, appears to the Apostles and asks them to build churches in his name and hers throughout the world.",158r,,,,,,,,,256,,,,,FALSE,,,,,FALSE,256,2,FALSE,FALSE,,FALSE,,158,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,255,,Christ makes Saint Peter head of the Church.,158v,,,,,,,,,257,,,,,FALSE,,,,,FALSE,257,2,FALSE,FALSE,,FALSE,,158,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,256,,"Saint Basil cycle: Saint Mary, together with Saints Irene and Sophia, appears to Saint Basil and tells him where her icon is buried.",158v,,,,,,,,,258,,,,,FALSE,,,,The miracle continues on f. 160r (according to catalog and Macomber handlist),FALSE,258,2,FALSE,FALSE,,FALSE,,158,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,257,,Saint Basil cycle: Saint Basil finds the buried icon of Saint Mary.,160r,,,,,,,,,259,,,,,FALSE,,,,,FALSE,259,2,FALSE,FALSE,,FALSE,,160,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,258,,Saint Basil cycle: Saint Mary tells Saint Basil to take two pillars from a pagan temple.,160r,,,,,,,,,260,,,,,FALSE,,,,,FALSE,260,2,FALSE,FALSE,,FALSE,,160,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,259,,Saint Basil cycle: Saint Mary sets up the pillars in the church and makes a miraculous spring flow out at their base.,160v,,,,,,,,,261,,,,,FALSE,,,,,FALSE,261,2,FALSE,FALSE,,FALSE,,160,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,260,,"Mary, Pregnancy of: Salome's hands are burned when she tries to verify Saint Mary's virginity, but they are healed when she takes the Christ Child into her arms.",161r,,,,,,,,,262,,,,,FALSE,,,,,FALSE,262,2,FALSE,FALSE,,FALSE,,161,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,261,,"Mary, Assumption of cycle: Saint John the Evangelist sees Christ kissing Saint Mary's burial cloth.",161v,,,,,,,,,263,,,,,FALSE,,,,,FALSE,263,2,FALSE,FALSE,,FALSE,,161,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,262,,"Mary, Assumption of cycle: Saint Mary's soul descends from heaven in a tent of light.",161v,,,,,,,,,264,,,,,FALSE,,,,,FALSE,264,2,FALSE,FALSE,,FALSE,,161,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,51,,"Mary, Pregnancy of cycle: Three virgins come to serve Saint Mary as she is about to give birth.",162r,,,,,,,,,265,ዘከመ፡ ተስእላ፡ ሠለስቱ፡ ደናግል፡ ዘከመ፡ ወለደት፡ አምላከ። ወእምዝ፡ መጽኣ፡ ኀቤሃ፡ ፫፡ ደናግል፡ እለ፡ ይትቀነያ፡ ላቲ፡ ወይቤላሃ፡ ኢትኅዝኒ፡ ኦእግዝእትየ፡ ማርያም፡ ነሕነሰ፡ ንመጽእ፡ ምስሌኪ,High,,,FALSE,,,,"Told here for the second time (the first time on f. 59v). Macomber doesn't give the folio for the incipit, so the ITool has the same incipit for both stories in this mss (source: Macomber preface and catalog",FALSE,265,2,TRUE,FALSE,,TRUE,,162,r,,,,1745,1745,18,16,1,1
EMML (HMML) 2058,263,,Saint John Chrysostom defends a woman whom Nestorius had told the people to spit upon.,162r,,,,,,,,,266,,,,,FALSE,,,,,FALSE,266,2,FALSE,FALSE,,FALSE,,162,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,264,,A woman who had poisoned her sister and married her husband is swallowed up by the earth when she anoints herself with the oil that flowed from Saint Mary's icon.,162v,,,,,,,,,267,,,,,FALSE,,,,,FALSE,267,2,FALSE,FALSE,,FALSE,,162,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,265,,Saint Mary rescues the ship in which Mar Barsuma is travelling.,162v,,,,,,,,,268,,,,,FALSE,,,,,FALSE,268,2,FALSE,FALSE,,FALSE,,162,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,266,,Saint Mary appears to the disciples of Mar Barsuma in the form of a dove.,163r,,,,,,,,,269,,,,,FALSE,,,,,FALSE,269,2,FALSE,FALSE,,FALSE,,163,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,267,,"Saint Mary appears to Saints Atrasis and Yona, virgins and martyrs.",163r,,,,,,,,,270,,,,,FALSE,,,,,FALSE,270,2,FALSE,FALSE,,FALSE,,163,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,268,,"Saint Mary appears to Saint Sarabamon, the future bishop of Nikiou and martyr.",163v,,,,,,,,,271,,,,,FALSE,,,,,FALSE,271,2,FALSE,FALSE,,FALSE,,163,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,269,,Däbrä Qaləmon miracles: The events that occurred during the captivity of Abbots Samuˀel of Däbrä Qaləmon and John of Scete.,163v,,,,,,,,,272,,,,,FALSE,,,,,FALSE,272,2,FALSE,FALSE,,FALSE,,163,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,270,,Saint Mary appears to Saint Nicholas and gives him priestly vestments.,164r,,,,,,,,,273,,,,"Catalog note: This story is confusingly presented, apparently because it is part of another story, the first part of which is not given.",FALSE,,,,,FALSE,273,2,FALSE,FALSE,,FALSE,,164,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,271,,"Saint Mary appears to the brother of Saint Basil, Saint Gregory, bishop of ""the Islands"" (i.e. of Nyassa).",164r,,,,,,,,,274,,,,,FALSE,,,,,FALSE,274,2,FALSE,FALSE,,FALSE,,164,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,272,,Saint Mary appears to Saint Paphnutius.,164v,,,,,,,,,275,,,,,FALSE,,,,,FALSE,275,2,FALSE,FALSE,,FALSE,,164,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,273,,"Däbrä Qaləmon miracles: Saint Mary raises Andrew, a disciple of Abba Samuˀel of Däbrä Qaləmon, from the dead.",164v,,,,,,,,,276,,,,,FALSE,,,,,FALSE,276,2,FALSE,FALSE,,FALSE,,164,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,274,,Däbrä Qaləmon miracles: Abba Samuˀel of Däbrä Qaləmon instructs his disciples on his deathbed.,165r,,,,,,,,,277,,,,,FALSE,,,,,FALSE,277,2,FALSE,FALSE,,FALSE,,165,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,275,,Saint Mary appears to Saint Theodore the Anatolian.,165v,,,,,,,,,278,,,,,FALSE,,,,,FALSE,278,2,FALSE,FALSE,,FALSE,,165,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,,,,166r,,,,,,,,,279,,,,"Catalog note: This narrative is confusedly presented, apparently because its first part is not given.",FALSE,,,,"Not in Macomber, added from catalog (https://archive.org/details/EMMLCatalog06/page/n83/mode/2up). Catalog title: ""The pious nun to whom many people came to receive blessings""",FALSE,279,2,FALSE,FALSE,,FALSE,,166,r,,,,1745,1745,18,,0,0
EMML (HMML) 2058,276,,"The fate of the monk, Giyorgis, who followed the teachings of Za-Mika'el.",166v,,,,,,,,,280,,,,,FALSE,,,,,FALSE,280,2,FALSE,FALSE,,FALSE,,166,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,277,,Vision of a certain saint about the fate of a priest who swore falsely.,167r,,,,,,,,,281,,,,,FALSE,,,,,FALSE,281,2,FALSE,FALSE,,FALSE,,167,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,278,,Abbas sees a vision of Saint Mary blessing the monks who were chanting the Psalms.,167r,,,,,,,,,282,,,,,FALSE,,,,,FALSE,282,2,FALSE,FALSE,,FALSE,,167,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,279,,Zärˀa Yaˁəqob miracles: The inhabitants of Damot who would not observe the feast days of Saint Mary are punished by a storm that brings down a mighty tree.,167v,,,,,,,,,283,,,,,FALSE,,,,,FALSE,283,2,FALSE,FALSE,,FALSE,,167,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,280,,Zärˀa Yaˁəqob miracles: The judgment of the court of Zärˀa Yaˁəqob against the Stephanites.,168v,,,,,,,,,284,,,,,FALSE,,,,,FALSE,284,2,FALSE,FALSE,,FALSE,,168,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,281,,"Mary, Assumption of cycle: Synaxary entry for 16 Nahase: The Apostles visit Saint Mary in heaven.",170v,,,,,,,,,285,,,,,FALSE,,,,,FALSE,285,2,FALSE,FALSE,,FALSE,,170,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,282,,"Mary, Assumption of cycle: Anonymous homily against the report that the Apostles abandoned the body of Saint Mary when they were attacked by the Jews during her funeral procession.",170v,,,,,,,,,286,,,,,FALSE,,,,,FALSE,286,2,FALSE,FALSE,,FALSE,,170,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,283,,A Christian community is attacked by a neighboring Muslim community.,172r,,,,,,,,,287,,,,,FALSE,,,,,FALSE,287,2,FALSE,FALSE,,FALSE,,172,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,284,,A renegade monk who had become a Jew is hunted down by the troops of the king.,173r,,,,,,,,,288,,,,,FALSE,,,,,FALSE,288,2,FALSE,FALSE,,FALSE,,173,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,285,,A Jew is led to baptism by a dream about a lion and a monk; afterwards he curses a Jew at the latter's request.,173v,,,,,,,,,289,,,,Catalog note: a local story ,FALSE,,,,,FALSE,289,2,FALSE,FALSE,,FALSE,,173,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,286,,The Magicians who tried to cast a spell on the Epiphany water.,174r,,,,,,,,,290,,,,,FALSE,,,,,FALSE,290,2,FALSE,FALSE,,FALSE,,174,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,287,,"Zärˀa Yaˁəqob miracles: The birth of the prince, Batergela Maryam.",175v,,,,,,,,,291,,,,,FALSE,,,,,FALSE,291,2,FALSE,FALSE,,FALSE,,175,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,288,,"Zärˀa Yaˁəqob miracles: Zärˀa Yaˁəqob and Batergela Maryam, who is accused of treason and is imprisoned but delivered from the plague.",177r,,,,,,,,,292,,,,,FALSE,,,,,FALSE,292,2,FALSE,FALSE,,FALSE,,177,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,289,,"Zärˀa Yaˁəqob miracles: Zärˀa Yaˁəqob and Batergela Maryam, who is protected from the plague; his calumniator is punished by the king.",177v,,,,,,,,,293,,,,,FALSE,,,,,FALSE,293,2,FALSE,FALSE,,FALSE,,177,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,290,,Vision of Timothy of Alexandria (continued): The Holy Family arrives at Däbrä Qʷəsqʷam.,178v,,,,,,,,,294,,,,,FALSE,,,,,FALSE,294,2,FALSE,FALSE,,FALSE,,178,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,291,,"When Satan destroys the oven of a monastery, he is compelled to serve the monks for twelve years in punishment.",179v,,,,,,,,,295,,,,,FALSE,,,,,FALSE,295,2,FALSE,FALSE,,FALSE,,179,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,292,,Däbrä Metmaq miracles: Saint Mary shows those assembled at Däbrä Metmaq a negative vision of Mohammad,180r,,,,,,,,,296,,,,,FALSE,,,,,FALSE,296,2,FALSE,FALSE,,FALSE,,180,r,,,,1745,1745,18,16,0,1
EMML (HMML) 2058,109,,The daughter of the rich man from Caesarea who could not deliver her baby.,180v,,,,,,,,,297,,,,,FALSE,,,,"Copy of f 90r. After the colophon, but by the same hand. Not in Macomber, added from catalog (https://archive.org/details/EMMLCatalog06/page/n83/mode/2up). Catalog title: ""The pious nun to whom many people came to receive blessings""",FALSE,297,2,FALSE,FALSE,,FALSE,,180,v,,,,1745,1745,18,16,0,1
EMML (HMML) 2059,13,,The composition of the Miracles of Mary by Bishop Hildephonsus of Toledo.,15r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,15,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,141-A,,The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.,16r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,16,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,100,,The daughter of the chief of the thieves is cured of her leprosy at the miraculous spring.,16v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,16,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,101,,Saint Mary saves the soul of a thief who was slain by the miraculous spring.,17v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,17,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,114,,The brigands who killed each other at the miraculous spring.,18r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,18,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,99,,"The stone-footed man (i. e., a man with gout) from France.",19r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,19,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,148,,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),19v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,19,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,167,,The woman who was prevented from fasting by her husband.,20r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,20,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,170,,Saint Mary saves from a lion a pious monk who had drunk too much wine.,20r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,20,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,142,,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",20v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,20,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,201,,A ship that was about to founder is saved when they pray to Saint Mary.,21v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,21,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,200,,The young man who offered the ring he had received from his girlfriend to the icon of Saint Mary.,22r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,22,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,199,,"The monk who got himself appointed abbot of another monastery by the king, without the consent of the monks.",23v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,23,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,197,,The Jew of Constantinople who threw an icon of Saint Mary into the latrine.,24r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,24,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,195,,The peasant who became rich from other people's goods.,24v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,24,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,196,,The hypocritical superior of a monastery who pretended to be religious.,25r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,25,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,192,,"The young man who was ready to serve Satan, but refused to deny Saint Mary.",26r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,26,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,190,,The Muslim who found an icon of Saint Mary in his house.,27v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,27,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,189,,The mighty Goliath threatens to destroy the monastery of Saint Mary.,28r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,28,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,186,,The robber whom a bishop was commanded to bury after he was executed.,29r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,29,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,187,,The peasant who complained to Saint Mary because she did not reply to his Hail Mary.,29r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,29,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,55,,Scete miracles: Some of the deceased great Fathers of the Desert appear to the monks of Scete.,30r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,30,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,54,,Saint Mary carries a dying monk to Jerusalem.,30v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,30,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,160,,The bee keeper who consulted a sorceress to have more honey.,31r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,31,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,161,,The pious monk (or: the Jew from Akhmim) whom Saint Mary made young.,31v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,31,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,162,,The pious monk scribe who used to write Saint Mary's name in golden ink.,32v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,32,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,202,,The Jew who attacked the icon of Saint Mary when he failed to obtain by litigation someone else's property.,32v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,32,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,169,,The rich merchant from Constantinople who lost all his money and made the icon of Saint Mary his guarantor when he borrowed money from a usurer.,33r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,33,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,52,,Däbrä Metmaq miracles: Bishop Michael sends Deacon John to help the monks of Däbrä Metmaq celebrate Passion Week.,34v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,34,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,37,,"Däbrä Metmaq miracles: Yeshaq, prior of Däbrä Metmaq, who fled to Scete, Egypt, to escape the burden of his office.",36r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,36,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,66,,"Saint Mary appears as a winged maiden to John, a monk of Saint Macarius.",36v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,36,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,69,,"Mareqos, King of Romeya, abandons his throne secretly to become a monk.",37r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,37,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,70,,The people of Romeya appeal to Patriarch Dionysius to find King Mareqos.,38r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,38,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,68,,"Saint Mary appears to the martyr, Giyorgis Haddis, in prison.",38v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,38,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,378,,Saint Mary appears to Yohannes Kama.,39r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,39,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,6,,Arabs try to plunder the monasteries of Egypt during the famine of 1120 MM [likely 1404 CE],40r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,40,r,,,,1600,1699,17,16,0,1
EMML (HMML) 2059,61,,The two brothers who copied the Miracles of Mary and fell into the doing of a sin.,41r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,41,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,46,,The church of Saint Mary that moved by itself to the shore of the Mediterranean Sea.,41v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,41,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,163,,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",42r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,42,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,164,,A nun in prison for her faith prays for two virgins.,42v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,42,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,184,,The pious mower of hay to whom the gatekeeper gave his daughter in marriage.,43v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,43,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,185,,The rich woman who went with the monks to the manbalis for prayer and there saw a vision of Saint Mary.,44v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,44,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,203,,"The knight who denied Christ at the bidding of Satan, in order to have fine clothes for a reception, but refused to deny Saint Mary.",45r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,45,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,204,,The monk who was custodian of a church near a river and drowned while trying to cross to visit his lover.,45v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,45,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,205,,"The nun who used to pray for the dead, but lost her virginity and died before completing her penance.",46v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,46,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,206,,The nun whom Saint Mary admonished to recite the Hail Mary more attentively.,47r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,47,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,42,,The church built on the tomb of Saint Mary that will turn into a ship.,48r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,48,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,48,,The rich man from Colosse who was shot in the eye with an arrow while fighting the Qwez.,48r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,48,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,90,,A priest is warned by an angel not to rush when incensing the icon of Saint Mary.,49r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,49,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,82,,"Katir, the old priest from Elkesus, who was about to be dismissed from the church.",49v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,49,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,83,,The story of the two brothers from Dalga who were dyers.,50v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,50,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,11,,Däbrä Qaləmon miracles: An Arab who has contempt for Saint Mary’s icon at Däbrä Qaləmon is punished.,51v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,51,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,34,,The devout Muslim who became a Christian when Saint Mary appeared to him.,52v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,52,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,138,,"Saint Mary commands a deacon to give Christian burial to a sinful deacon assassinated by his enemies; when they disinter him, a flower is found in his mouth.",53v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,53,v,,,,1600,1699,17,14,0,1
EMML (HMML) 2059,139,,The repentant knight who could pray only the Hail Mary.,54v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,54,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,140,,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,55v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,55,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,154,,The two women who were attacked by robbers on their way to church.,56v,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,56,v,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,157,,The pious official who was accused of embezzlement and of having an affair with the wife of his lord.,57r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,57,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,20,,The Arab woman who suffered from an issue of blood for many years and is healed by Mary's icon,58r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,58,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,22,,The lamp before the icon of Saint Mary that the priest tipped over and yet remained suspended,59r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,59,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,23,,"The two blessed monks, Sadaqā and ʾƎstifānos, from the monastery of Saint Victor (Fiqǝṭor); Mary punishes those who steal from and attack them.",60r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,60,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,85,,"The story of Pifamon, the martyr from Awsim.",61r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,61,r,,,,1600,1699,17,15,0,1
EMML (HMML) 2059,210,,"Thecla cycle: Thecla is taken to Alexandria to see her brother, Abba Esi, in a boat guided by the Archangels Gabriel and Sureyal.",62r,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,FALSE,FALSE,,FALSE,,62,r,,,,1600,1699,17,15,0,1
