Macomber ID,Plot Edited
174,"There was a wealthy knight who loved the Archangel Michael and devoted himself to the Virgin Mary, but who nonetheless hated the poor and spent much of his money on food, drink, and fornication. One day the knight realized that he had led a sinful life, and he vowed to build a monastery in Mary’s name. The knight rode out of the city to find a place to build the monastery, and as he was contemplating a site, he died. Devils seized the knight’s soul and wanted to cast in into Sheol (Hell), but the Archangel Michael intervened, commanding the devils to release the knight. The devils refused, saying that if God judged the soul, then He would consign it to perdition. Michael appealed to Mary, who in turn pleaded with her son Jesus to have mercy on the knight’s soul. Jesus granted Mary’s wish and commanded Michael to redeem the knight’s soul."
175,"In the city of Rome there was a bishop whose office was attached to the episcopal throne of Peter. The bishop, who was a lover of money, sold the holy oil (meron |sp|) belonging to the church. The Apostle Peter appeared the bishop and promised punishment for his actions. Afraid, the bishop formed a council of wise men. Despite the bishop’s appeals for help, only one wise man stepped forward, advising him to seek mercy from the Virgin Mary. The bishop immediately prostrated before Mary’s altar, weeping bitter tears as he supplicated to the Holy Virgin. Mary appeared to the bishop and commanded him to leave the church, which he defiled with his presence. The bishop continued his beseeching, and Mary appeared again, once more commanding him to leave. When the bishop renewed his prayers, Mary, moved with compassion, implored her son Jesus to have mercy on the supplicant. Jesus granted Mary’s request. Together with the Apostle Peter, Mary appeared before the bishop, forgiving him his sins and ordering him not to commit the like again. The bishop then went to recover the holy oil he had sold, but the buyer would not return it. Instead, the bishop purchased two pearls and placed them on the church’s statue of Mary. Thereafter the church was called “The House of Two Pearls.”"
176,"There was a priest who loved money. When he heard about a dying man who loved bribes, the priest visited the dying man and promised that God would show him compassion. As the priest spoke the dying man, a handmaid asked him to administer the Eucharist to a pious old woman who was nearing death. The priest chastised the handmaid for interrupting, and said the old woman could wait. A deacon, who was also in the room, said the priest should go, but the priest again refused, saying the old woman had days to live. The priest rebuffed further pleas for help, and the deacon decided to go himself. As he approached the old woman’s house, a bright light emanated from inside. Upon entering he saw Mary nursing the old woman, and as the woman entered painful death throes, Mary indicated that the deacon should administer the Holy Mystery. The deacon then returned to the dying man, whose body was being defiled by black creatures. The dying man cried out in agony, and the deacon watched as Satan appeared and stabbed him with a red-hot spear. The priest gained nothing from helping the man. Meanwhile, the deacon returned to the old woman's house to see angels carrying her soul to Heaven."
177,"There was a pious young widow who lived as a nun and loved the Virgin Mary. Jealous of the widow, Satan enticed a knight to seduced her and convince her to elope with him. On the night they agreed to run away together, the widow fell asleep while waiting for the knight’s envoys. She dreamt that demons carried her to Sheol (Hell), where she heard great wailing and witnessed people being cast into a pit. The widow cried out to Mary for help. Mary replied that the widow did not want her help as much as she wanted to run away with the knight. But when the demons then cast the widow into Sheol, Mary promised so save her. Upon waking, the widow saw that the knight’s envoys had arrived. She cried out against them and sent them away. When the envoys told their lord what had happened, the knight repented and immediately gave up all his possessions. He then went into the desert and lived a solitary life of prayer. When he died he was saved and entered Heaven."
178,"Some monks journeyed into the city of Rome, where they planned to worship at the church of Saint Paul. Near the church the monks encountered a man who yelled and made fun of them. Marveling at the man, the monk made inquiries about him. They learned that this man was a shepherd, and that he had given himself up to Satan when he grew too exhausted trying to keep his flock together. The monks pitied the shepherd and prayed for him in the church. They prayed to the Virgin Mary, recalling the story of how she had saved Paul from being an enemy of the faithful. One of the monks went out to the shepherd, who was weeping. The monk reentered the church to tell his brethren to continue their prayers. He then returned to the shepherd and brought him to a nearby church devoted to Mary, where the shepherd confessed his sins. The shepherd then joined the order of monks and went with them. Though Satan continued to terrorize the shepherd, the monks would come to his aid with prayer. Upon the shepherd’s death Mary drove Satan away and saved his soul."
180,"A rich young knight was deeply in love with a woman. He gave her many gifts, but he could never have her body, so he sought the advice of a holy man. This holy man told the knight to recite a fifty-two salutations to the Virgin Mary every day for a year, and the knight obeyed. Near the end of the year, knight went hunting. Out in the desert he came upon a little ruined church, which he entered in order to pray. Upon completing his fifty-two salutations for the day, the knight asked Mary when he would get the woman he wanted. Mary appeared before the knight in her beauty and splendor, and she asked him: “Tell me now: wouldst thou have me for thy darling or her?"" The knight expressed confusion about how Mary could be his darling, and the Holy Virgin explained that if he devoted himself to her for another year, he would join her in Heaven. Happy, the knight recounted these events to the holy man who had first told him to pray to Mary. A year later the knight died and joined Mary in Heaven, as promised."
181,"There was pious monk who devoted himself to the Virgin Mary and constantly prayed that she would appear to him, either in a dream or in his waking life. One night, after beseeching Mary with tearful fervor, the monk fell asleep. He dreamed that a bright light filled the church, and in the blazing light stood Mary, appareled in rich garments and wearing a radiant crown. She also carried a scroll covered in gold writing, and when he asked what the scroll contained, Mary revealed it to be the prophecy of Isaiah. The monk then asked her if he could kiss her feet, but she told him to kiss her cheek instead. He obeyed, happily, and then woke from his dream. That day he did not participate in the prayers, since his mind was occupied with visions of Mary’s beauty. The monks were angry about his lack of participation, and the chief monk beat him, but the monk felt no pain. He continued to serve Mary for the rest of his life, and when he died he went to Heaven."
181,"In the monastery of Sarabyon (Serapion) |sp| there was a monk named Natan (Nathan) |sp|. Natan frequently prayed to the Virgin Mary, asking her to appear before him in a dream or in his waking life. One day he prayed with special fervor, promising to increase his devotion threefold if only she would appear to him. When he went to sleep, Natan dreamed that he saw a light emanating from the church, and thinking it was on fire he rushed inside. There he saw Mary wearing golden garments and a radiant crown. She also carried a scroll covered in gold writing, and when he asked what the scroll contained, Mary revealed it to be the prophecy of Isaiah. The monk then asked her if he could kiss her feet, but she told him to kiss her cheek instead. He obeyed happily, and feeling a sense of drunkenness from Mary’s perfume, he woke from his dream. That day he did not participate in the prayers. The monks were angry about his lack of participation, and the abbot beat him. But because of the drunkenness of his spirit, the monk felt no pain, nor did he know why the abbot had beaten him. He continued to serve Mary for the rest of his life, and when he died he went to Heaven."
182,"There was a rich merchant who suddenly lost all of his fortune and fell into poverty. In his grief and desperation, he decided to move to another city to steal or beg. On his way to another city he encountered Satan, who promised the merchant great riches if only he followed his instructions. Satan told the merchant to empty his wallet, which contained two pearls. The merchant handed the pearls over and asked Satan what he must do. Satan said that if the merchant denied everything related to his religion, including Jesus Christ and the Virgin Mary, then he would become richer than before. The merchant agreed to deny everything except for Mary. Satan grew furious and disappeared, crumbling the pearls into sand. Even sadder than before, the merchant walked until he encountered a small church. He entered and prayed to Mary, asking for her mercy since he had not agreed to deny her. Mary beseeched Jesus to save the merchant, but He resisted, pointing out that the merchant had denied Him. Mary threatened to slash open her breasts and destroy her body, and Jesus finally agreed. The merchant became a monk, and when he died, he entered the kingdom of Heaven."
183,"There was a humble herdsman who devoted himself to the Virgin Mary. On the night of the festival of Mary it began to snow. Worried about his sheep and cattle, the herdsman prayed for Mary to end to the storm. The snow ceased, and he thanked the Holy Virgin. Mary then appeared to the herdsman and expressed her desire to relieve him from toil for seven days. She ordered him to go to the monastery and to secure permission to rest by mentioning to the abbot a miraculous sign Mary had once given him. When the herdsman arrived at the monastery, the monks criticized him for abandoning his animals and refused to let him speak directly to the abbot. Eventually the monks relented and led the herdsman to the abbot, who fell at the feet of the herdsman after hearing about his encounter with Mary. The abbot let the herdsman rest for seven days, after which he asked the monks to come in so that the herdsman could pray for them. As the confused monks discussed the abbot’s orders, the herdsman died. The abbot then told the monks the herdsman’s story and instructed them to dedicate themselves more fully to the Virgin Mary. Upon hearing this the monks asked God to forgive their sins and gave thanks to Mary."
184,"There was a devout and good young man who would walk to the desert every day and collect firewood to sell. One day, as this young man was entering the city with his firewood, he stopped to honor a picture of the Virgin Mary. The people waiting in line behind him did not know why he stopped and grew frustrated. But the gatekeeper witnessed the man's devotion and asked who he was. Upon hearing about his humble life, the gatekeeper, who also loved Mary, took the young man to his house. There he cleaned the young man up, offered him clothes, married him to his daughter, and gave him all his belongings. The gatekeeper became a monk, and, through his devotion to Mary, the young man became rich."
185,"A rich, devout noblewoman followed a group of monks to a church of the Virgin Mary during one of her festivals. On the way, she fed the monks and provided for them. The monks invited the woman to join them as they prayed to Mary. The monks bowed their heads before a picture of the Holy Virgin, and while they prayed, the woman saw the picture come to life. Mary bowed before the monks and then descended to their level to give them approving words. The woman witnessed this in awe, and afterward she told the monks what she had seen. This revelation inspired them to worship Mary even more. After the festival, the woman returned home and told her son and the people of her town what she had seen. Her story inspired them to exalt Mary. When the woman died, she joined the Holy Virgin in Heaven."
187,"A devout peasant who loved the Virgin Mary regularly prayed to her. One day, he asked Mary why she never addressed salutations to him. He then continued to pray before her image. As he began to recite the forty-two salutations to our Lady Mary. The Holy Virgin, addressing the peasant through the picture, spoke the following words three times: “And blessed art thou among men.” Upon hearing these words, the peasant bowed before the image and repented for having dared to question Mary. Even so, he rejoiced at hearing her words. The peasant continued to praise Mary until his death."
188,"There was a young Jewish cowherd who pastured his cows outside the city alongside Christians. One day the cowherds gathered for a meal, but the Christians told the Jew that he could not eat with them unless he became a Christian. The Jew told his companions to baptize him, and they sprinkled water on his head and gave him the name Garanin |sp|. The boy returned home smelling of sweet perfume, and his father asked him where the scent had come from. When Garanin told the story of his baptism, his father became furious that his son had abandoned the Jewish faith. On his wife’s suggestion, Garanin’s father asked the bath keeper to light a fire in the furnace, and he cast his son into the flames. The next day a nobleman arrived at the bathhouse to bathe, but there was no hot water. He went with the bath keeper to check the furnace, and there they found Garanin, alive. The boy recounted how a beautiful woman had arrived and extinguished the fire. When the boy’s parents heard about his survival, they went to the bishop and explained how their son had abandoned the Jewish faith. After hearing the story of how Garanin had survived the flame, everyone present marveled, and the boy’s parents were baptized."
189,"There was a wicked artisan named Golyad, who had the strength of a lion. One day Golyad came upon a monastery devoted to the Virgin Mary. The abbot refused to honor Golyad, who in turn swore to the destroy the monastery. Afraid, the abbot and the monks prayed to Mary for help. While the abbot prayed, he fell asleep and dreamt that Mary stood before a group of saints, asking who among them would kill Golyad. Mary turned around and saw the grave of a martyred knight. The knight’s weapons hung in the church, and his horse was tethered nearby. Mary commanded the knight to rise, arm himself, take his horse, and slay Golyad. The knight rose to obey Mary’s command, and just then the abbot woke up. After telling the monks about his dream, they went to the knight’s grave, which they found empty. His weapons were also missing from the church. Meanwhile, the knight scattered Golyad’s men, killed him, then returned to his grave. The abbot and the monks went back to the church, where they found the knight’s armor restored. When they saw the spear covered in blood, they knew Mary had saved them."
190,"A Muslim man found among his possessions a picture of the Virgin Mary, but he did not know where it came from. It was more beautiful than any of his other possessions. He loved the picture, so he cleaned it, stood before it, and saluted it. The Muslim pondered whether God had truly come down from Heaven in the flesh, and whether Mary could have given birth to Jesus and remained a virgin. He resolved that if these things were true, then he would become a Christian. One day, as he regarded at the picture, he saw two streams of liquid running from Mary’s breasts. When he saw this miracle, he fell upon the earth and proclaimed his belief in the Christian faith. Everyone in his house was baptized, and the Muslim convert was saved."
191,"In a kingdom by the sea, there was a king whose only son dedicated himself to the Virgin Mary. Each day after his lessons the prince would go to church and stand before a picture of Mary. One day Mary spoke to the prince through the picture. She asked him how much he loved her, and he said more than his own family and himself. Mary then instructed him to marry a woman who resembled her. The prince gazed upon Mary, but her radiance was so great that he could not properly retain her likeness, so Mary told him to marry no woman but her. Following this encounter, the prince did nothing but sit in the church. Troubled, the prince’s father arranged for him to marry a beautiful woman from a distant country. On his wedding day, however, the prince tried to escape. The king ordered his to be captured, but as the prince fled, he fell and broke his neck. As those present bore up the prince’s body, they heard a voice from above. Mary descended, surrounded by angels. She told the prince she had come to take his soul to Heaven. The prince died, and when the people witnessed Mary bearing the man’s soul away, they rejoiced."
192,"There was a young nobleman who lived lavishly, but when his money ran out his friends mocked him. The nobleman left the city with a friend, to whom he complained of his disgrace. The friend said that if he wished to restore his superiority he should appeal to Satan. The nobleman agreed. Satan appeared in the form of a man and asked the nobleman to deny his faith in the Holy Trinity as well as the Virgin Mary. The nobleman denied everything except for Mary, whereupon Satan captured the nobleman’s friend and dragged him to Sheol (Hell). Distressed, the nobleman went to a nearby church and supplicated before a picture of Mary. A rich man entered the church after the nobleman. As the rich man prayed, he watched the nobleman beg Mary intervene with her on his behalf, then fall asleep from excessive weeping. Mary urged her Son to forgive the nobleman. At first He refused, but when Mary threatened never to hold Him in her arms again, He relented. Mary then commanded the rich man to take the nobleman home, find him a wife, and establish him in his house. The rich man obeyed. The nobleman went on to live a happy and virtuous life before dying the death of the saints."
193,"There was a knight who fell in love with a rich man’s wife. One day the rich man invited the knight to dinner. After they had eaten and the rich man had retired, the knight confessed his love to the lady. He continued to visit the lady and ply her with gifts, and eventually she returned his affections. The lovers planned a nighttime rendezvous. The rich man’s wife went to the meeting place, but the knight had not yet arrived, so she returned later in the night. This time she found a book containing the Hours of Our Lady Mary. From his hiding place, the knight looked on as the rich man’s wife recited a prayer for the dead. The knight saw dead people converge around the lady as she spoke. The rich man’s wife then recited a prayer for Mary, whereupon the knight saw virgins descend from Heaven and place the Virgin Mary on a throne. When the prayer concluded, Mary and her consort ascended to Heaven. The knight then revealed himself to the rich man’s wife, recounted his vision, and swore to serve Mary for the rest of his life. He sold his possessions and gave all his money to the poor. When her husband died, the rich man’s wife likewise sold all her possessions and built a monastery."
195,"There was a certain rich farmer who gained his wealth by stealing land and crops from his neighbors. This farmer also happened to love the Virgin Mary, whom he worshipped and in whose name he gave alms. When the farmer died, angels and devils argued over the final destination for his soul. The list of the farmer’s sins was longer than that of his good deeds, so the devils carried him away to Sheol (Hell). But Mary appeared and commanded the devils to relinquish the farmer, claiming he had served him in this world and that he would serve her in the world to come. Mary took the farmer to Heaven. Five days later he appeared to his wife in a dream and recounted how Mary had saved him."
197,"There was a Jew in the city of Constantinople. This Jew had a Christian friend, but he hated the Christian faith. One day the Jew entered a church with his friend, and there he saw a picture of a holy woman. He asked his friend who the woman was, and the Christian said the picture depicted the Virgin Mary, the mother of Jesus Christ. The Jew grew furious at the mention of Christ’s name, and in his wrath he removed the picture from the wall and cast it into the latrine. At that moment a devil appeared, seized the Jew, ripped out his tongue, then snatched him away to Sheol (Hell). Upon witnessing this, the Christian grew afraid. He retrieved the picture of Mary from the latrine, cleaned it, and lit a lamp before it. After that, pure oil ran from the picture, and anyone who anointed themselves with the oil was healed of all illness."
198,"In Rome there lived a nobleman who gave alms, made offerings, and served the Virgin Mary. When God blessed him and his wife with a son, the nobleman ceased to give alms and started hoarding money for his son’s future. But he soon realized the error of his ways, and the nobleman decided to forsake the world and become a monk. The boy remained with his mother and grew to manhood. One night, as he sat conversing with his mother, Satan tempted the two to commit incest. The mother conceived a child, but despite her shame she continued to serve Mary. When she gave birth, the mother cast her child away. In order to expose the woman’s sin, Satan took the form of a wise man and informed the king of the incestuous mother. The king summoned the woman and confronted her. The woman then went to the bishop and confessed her sins. When the woman appeared before the king once more, the king asked the disguised Satan to confirm the woman’s identity, but Satan said he did not recognize her. Satan saw by the woman’s side another lady, the brightness of whose face forced him to turn away. The people of Rome gathered, and as the woman spoke out, Satan disappeared like smoke."
200,"In a certain city there was a church with an image of the Virgin Mary on the door to encourage almsgiving. Youths and maidens often gathered in the open space in front of the church, and one day the son of a deacon met a beautiful virgin there. They loved each other. The maiden gave the youth a ring, and he promised never to love another woman. Afraid he might break the ring, the youth sought a place for its safekeeping. He turned around and saw the image of Mary on the church door. Stunned by Mary’s beauty, the youth promised himself to the Holy Virgin and proclaimed the ring a reminder of his love. He went to place the ring on Mary’s finger, and miraculously, the image held the object fast. The deacon’s son quickly forgot about the ring and his promise to Mary. Years later, the deacon’s son married the maiden he had met at the church. After they went to their marriage bed, Mary appeared to the man in a dream and threatened vengeance if he forgot his covenant with her. Later that night he had another dream, in which Mary commanded him to love only her. Upon waking from the second dream, the man sold his possessions, retreated to the desert, and served Mary for the rest of his life."
202,"There was a quarrelsome Jew who sought to obtain money through wrongful means, but his efforts were thwarted. In his wrath he went to a nearby church, where he saw an image depicting the Virgin Mary with Christ in her lap. He took out his knife, slashed the image, then took the picture and threw it down a well. After this act the Jew was covered in blood. Seeing this, a Christian man asked the Jew whom he had killed. The Jew at first denied that he had killed anyone. Then God put fear into his heart, and the Jew admitted what he had done. The Christian seized the Jew by the neck and dragged him to the magistrate for interrogation. The magistrate ordered men to retrieve the image from the well, and when the men returned, the wounded figures in the picture dripped blood. The men restored the miraculous image to the church, and they burned the Jew alive."
204,"In a monastery by a river there lived a monk who served as the church verger (‘aqqābi, “church guardian”), and who frequently prayed before an image of the Virgin Mary. This monk loved a woman who lived across the river, and one night he made a midnight crossing to visit her. As he approached the river he prayed to Mary, but as soon as he entered the river, devils seized his body and drowned him. The devils moved to carry the monk’s soul away, but Mary appeared and demanded the devils to relinquish the monk, since he was in her service. Meanwhile, the other monks in the monastery wondered why the verger had not summoned them for midnight prayers. They went to the church, the doors of which were wide open, and they found the verger’s drowned body in the river. The monks tried and failed to resuscitate the verger. Then suddenly the verger revived, stood up, and confessed his sins to his brothers. He lived the rest of his life in righteousness, and when he died he went to Heaven."
207,"There was a caliph in Macedonia who commanded his general to go to the Egyptian city of Athribis |sp| and destroy a church there. John, the chief priest in Athribis, begged for his church to be spared, and he promised that in three days the general would receive a letter from the caliph ordering him to stand down. The general agreed to wait. John prayed for three days. On the third day, the Virgin Mary appeared and promised that his church would remain safe. Meanwhile, the general woke in his tent to find a dove carrying a letter with the caliph’s seal. The letter instructed the general not to harm the church in Athribis. The general summoned John, who described his steadfast prayer and Mary’s visit. Amazed by John’s story, the general went with the Christian to pray to Mary in his church. The general then returned to Macedonia. There, the caliph explained how every night for three nights Mary had commanded him to write a letter. Terrified of her power, he finally sent the letter at the eleventh hour of the third night. When the general conveyed that the letter had arrived in Egypt one hour later, the caliph proclaimed his belief in the Virgin Mary and pledged to erect a church in her honor."
236,"One day a thirsty dog approached a pair of women, but they drove him away. When the Virgin Mary saw how desperate the dog was, she wept. Mary took up her pitcher, poured water into one of her shoes, and offered it to the thirsty dog. One of the women chastised Mary for using her pitcher to fetch water for the dog. Mary then revealed that the water came not from a well but directly from Heaven, and that it was God who provided the thirsty dog with a drink."
283,"In a Christian country, perched atop a high hill, there stood a sacred church built in the name of the Holy Trinity. This church was surrounded on three sides by a large Muslim community that had long wished to destroy the church. When the Muslims learned that the king of the Christian country had appointed a priest-ruler to protect the church, they rejoiced, believing it would now be easy for them to eliminate their enemies. In secret, some corrupt Christians from the church went to the Mari |sp| of the Muslims and told him where the church stored its many riches. The Mari then assembled an army and set off to invade the church. Shocked by the suddenness of the Muslim army’s arrival, the monks and priests prayed for protection. Meanwhile, a priest living in another country had a vision in which the Virgin Mary and the child Christ entered this church to much rejoicing. Just as the Muslim army arrived at the foot of the hill, the priest-ruler, who had assembled an army of his own, moved to attack. Though the priest-ruler’s army was modest, the power of the Holy Trinity invested it with fourfold strength, and so it easily conquered the Muslims. The Christians pursued the retreating Muslims and eventually captured the Mari and his officers, executing some and arresting others."
284,"In a Christian country, a former Christian clergyman converted to Judaism. After this former clergyman converted an entire Christian village to Judaism, God struck the man down. Later, a former monk came to the village. This monk had also converted to Judaism, and he frequently blasphemed against Jesus Christ as well as the Virgin Mary. One night, after eating and drinking with the Jewish community, the former monk woke from his sleep with a great cry. The Jews asked him what happened, and the former monk recounted a dream in which Jesus confronted him for his blasphemy and threatened to cut him into seven pieces. The Jews worried that the former monk wished to convert back to Christianity, but they allowed him to remain in their village. One day following his vision, God sent a Christian army to the Jewish village. When the former monk learned of the army’s approach, he beseeched the Jews to bring him to the top of a nearby hill, where he believed he could not be harmed. The Jews assented, but soon enough the army arrived at the hill. Empowered by God, they ascended the hill, seized the former monk, dismembered him into seven sections, and burned the body parts."
287,"In a great Christian country there lived a ruler whose wife sorrowed over her inability to have children. The ruler’s wife, along with her mother, prayed to the Virgin Mary that she might be blessed with child. Seeing their commitment to prayer, the ruler joined his wife and her mother in the forty-day fast for Lent. Three days before the end of Lent, the ruler’s wife had a vision in which the Apostle Bârtâloméwos |sp| appeared with incense and foretold that she would have a son. Satan appeared in the same vision, threatening to harm the woman, but she called on Bârtâloméwos for assistance and he vanquished the devil. Once the fast for Lent concluded, the ruler’s wife conceived a child. She later gave birth to a boy, whose baptismal name was Bäsenˀa Maryam |sp|. The child did not suckle his mother’s breast, yet he still grew. The ruler marveled at his son’s miraculous growth and, believing him to have been nursed by the Virgin Mary herself, the ruler renamed his son Bâtârgéla Maryam |sp|. The ruler took his son to a church of Mary, where he incised his face with a razor and pledged him to the Holy Virgin."
288,"The child named Bâtârgéla Maryam |sp| grew up constantly attending his father, who was the ruler of a Christian country. In this same country there were envious people under Satan’s influence. These corrupt people accused Bâtârgéla Maryam and his siblings of false crimes, for which the ruler punished them with beatings and imprisonment. While sequestered in a cell, Bâtârgéla Maryam had a dream-vision in which he saw images of Christ and the Virgin Mary. Bâtârgéla Maryam heard Christ call his name three times, and in response his rose up and praised Mary. Following this vision Bâtârgéla Maryam supplicated to Mary and incised himself with a razor. Then a man ruled by Satan made another accusation against Bâtârgéla Maryam. The ruler sent this man to summon his son, but after retrieving Bâtârgéla Maryam from his cell, the Satanic man did not take the boy directly to his father. Instead, he first led him through a place full of a deadly pestilence. When Bâtârgéla Maryam arrived at the palace, his father received him with tenderness and set him free. The Satanic man once again led Bâtârgéla Maryam through the plague-ridden area. But due to his supplications, the Virgin Mary prevented Bâtârgéla Maryam from falling ill. She also dispersed his accusers “like the dust of the field.”"
289,"As a deadly plague ravaged a Christian land, the ruler of that land commanded his children to hold rogation to God and the Virgin Mary. One of the ruler’s sons died, but Bâtârgéla Maryam remained untouched by the pestilence. It then happened that Bâtârgéla Maryam’s nephew, a wicked man, accused him of a false crime. At first, the Virgin Mary protected Bâtârgéla Maryam. But more false accusations poured into the palace, and in response the ruler grew angry and imprisoned his son, shackling his hands. Bâtârgéla Maryam prayed to the Virgin Mary for help. She eased his father’s anger, and the ruler allowed Bâtârgéla Maryam’s left hand to be unshackled. On the day Bâtârgéla Maryam’s left hand was freed, the ruler invited him to take communion. Bâtârgéla Maryam then fasted for the month of Nähase, on the seventh day of which month he also incised himself with a razor. On the day of the Assumption the ruler summoned to the palace Sabbuha Amlak |sp|, a wicked man who had made false accusations against Bâtârgéla Maryam. On that day the ruler also had his son’s right hand unshackled, and again he invited Bâtârgéla Maryam son to take communion. The following day the Virgin Mary, acting through the ruler, beat Sabbuha Amlak for his false accusations."
311,"A man was washing his clothes in a river when another man came and diverted the water along another channel. The first man asked the second, in the name of the Virgin Mary, to let the water alone. But the second man cursed the first and refused three times to restore the river’s flow. Just then the stream reversed direction and flowed uphill. People gathered and marveled at the miracle."
314,"There was a man whose wife and children perished from the plague. He went to a church dedicated to the Virgin Mary and prayed, asking to become her servant. Afterward the man grew restless. He traveled to another country, went mad, and cast aside his clothing. He returned to his city and demanded that its inhabitants observe the clothing Mary had bestowed upon him. The man then went back to the church. Weeping bitterly, he prayed to Mary, who cured him of his madness."
319,"There was a Christian king who loved the Virgin Mary and had an image made of her likeness, adorned with silver, gold, and precious stones. Night and day he prayed before this image, which focused his faith and brought him great comfort. One day the king stood in front of the image and prayed to Mary. He wanted to know if he had a chance of entering Heaven, and if not, he asked Mary to remove his soul from the earthly kingdom. Mary appeared to the king openly (i.e., not in a dream or a vision), and, before she disappeared again, she promised that both the king and his children would have a place in Heaven."
320,"There was a Christian king who loved the Virgin Mary and had an image made of her likeness, adorned in gold. The king always prayed before this image in times of sorrow or anguish. Thus, when he learned that his general had rebelled by running off to joining his enemies, the Muslims, the king stood before the Holy Virgin’s likeness and prayed. He beseeched Mary to punish the rebel on his behalf. Mary answered at once, informing the king that she has already done as he asked. She then showed the king the rebel with his head cut off."
328,"There was a pious abbot who loved God and the Virgin Mary. Other holy men, swayed by Satan, mocked him for indulging in sexual sins that he had never committed. One day the holy men gathered to interrogate the abbot about his sexual past. Upset, the abbot retreated to the sacrarium, where he wept bitterly and prayed that God and Mary might deliver him from disgrace. In the ninth hour of the abbot’s prayers, Mary appeared in the church and chastised the holy men for allowing Satan into their hearts. She then proceeded into the sacrarium, took the abbot, and carried him up to Heaven."
353,"In the land of Agcazi |sp| (Ethiopia), there was a merchant who feared God and loved the Virgin Mary. One day this merchant bought a slave at one market and set off to sell him for a profit at another. But on the way the slave escaped. The merchant bought incense and three candles, then proceeded to a nearby church devoted to Mary. On the way, the merchant encountered a noblewoman flanked by two men. The noblewoman asked the merchant where he was heading and why, and the merchant answered. He explained that, in exchange for Mary’s help in recapturing his slave, he would offer her the incense and candles he had bought and pledge to serve her for the rest of his life. The merchant then followed the noblewoman toward the church, but she disappeared on the way. When the merchant arrived at the church, he showed the incense and candles to the priest, and the two of them prayed fervently to Mary. When the prayer was over the merchant found his slave just outside the church. The slave explained that a woman and two men had approached him and ordered him to go to the church. Upon hearing this miraculous story, the merchant made the slave a servant of the church and he devoted himself to Mary."
364,"In a certain monastery there was an abbot who was pious in every way, yet he rejected the hymns of Abbâ Giyorgis |sp| and abolished the holy man’s horologium (sä'atat) |sp| within his domain. Oppressed by the abbot’s cruelty, Abbâ Giyorgis appealed to the Virgin Mary for help in protecting himself and his work from slander. In response to Abbâ Giyorgis’s prayer, Jesus Christ commanded that the abbot’s soul should be made to ascend like the souls of the righteous elect. Separated from his body, the abbot’s soul first approached the realm of the archangels. Abbâ Giyorgis appeared there among the archangels, ranked as their equal. As they gathered around the abbot, the archangels cited the abbot’s slander against Abbâ Giyorgis and refused to greet him. The abbot then ascended to the realm of the seraphim. Abbâ Giyorgis appeared there as well, and the seraphim also refused to greet the abbot. The same thing happened in the realms of the cherubim, the prophets, the apostles, the martyrs, and the holy fathers. When the abbot reached the Virgin Mary, she commanded the abbot to submit to Abbâ Giyorgis and compensate him for wrongs done against him. When the abbot returned to his former existence, he reinstated Abbâ Giyorgis’s horologium and ensured that it was chanted every day and night within his domain."
365,"There was a monk who loved God, and whom the Virgin Mary visited frequently due to his piety. It happened once that, when Mary was with the monk in the third hour of the day, some clergymen began to chant the horologium (sä'atat) |sp| of Abbâ Giyorgis |sp|. When the clergymen came to the verse that called for Mary to come at the day’s third hour, Mary prepared to leave the monk. The monk asked her where she was going and inquired whether there was one who loved her as he did. Mary responded that she was going to cleanse those assembled of all their sins. Hearing of the grace Mary would bestow upon the clergymen, the monk told her he would join those assembled and remain part of the church community for the rest of his life. Mary blessed the monk along with the assembled clergymen, then ascended to Heaven."
378,"There was a certain holy man named Yohannes (John) Kama |sp| who grew up devoted to Christ. When Yohannes reached adulthood, his family betrothed him to a young virgin. However, Yohannes and his bride made an agreement to remain virgins for the rest of their lives. One Sunday night the Virgin Mary appeared to Yohannes. Angels hovered about her, and Yohannes fell down in fear. Mary lifted him back up and blessed him. She then encouraged him to stay strong, and promised to protect him and his spiritual family for three generations. Mary also told Yohannes that a church with impregnable walls would be built in his name, and that his spiritual children would follow in his path and, like him, inherit everlasting life in Heaven. Mary gave Yohannes three dinars stamped with the Cross and told him to deposit them in the church treasury. Finally, she offered Yohannes a salutation of peace and departed."
383,"There was a man who loved the Eucharist and took communion on every festival of Our Lady Mary. This man never ate anything before he received the offering, and one day he fainted as he made his way to the church. While resting under a tree the man wept and prayed to the Virgin Mary. Mary heard the man’s prayer and called upon her Son to come to his aid. He responded to his mother’s petition by sending priests and bread to where the man lay. The priests pitched a tent and established a shrine inside it. They then celebrated the Eucharist, and the man received the offering with them."
384,"A certain monk regularly observed the fast of the Virgin Mary, but aside from this had no good deeds to his credit. When this monk died the angel of death took him to Sheol (Hell). Mary went to her Son and begged him to have compassion for the monk, since every year he kept the fast in her honor. Christ assented, and the monk was granted entry to Paradise."
